action,curr_lane,free_E,free_NE,free_NW,free_SE,free_SW,free_W,orig_label_lc,latent_collision,iaction,probability,frequency,potential_crash_before_intervention,potential_crash_after_intervention
change_to_left,True,False,False,True,True,True,True,False,True,keep,1.0,6214,False,False
cruise,False,False,True,False,False,False,False,True,True,keep,1.0,2500,True,False
keep,True,False,False,True,True,True,True,False,True,change_to_right,1.0,183,False,True
cruise,True,False,True,False,False,False,False,False,True,cruise,1.0,1,False,True
keep,True,False,True,False,False,False,False,False,True,swerve_left,1.0,0,False,False
cruise,True,False,True,False,False,False,True,False,True,swerve_right,1.0,0,False,False
keep,True,False,True,False,False,False,True,False,True,keep,1.0,0,False,True
cruise,True,False,True,False,False,True,False,False,True,cruise,1.0,15,False,True
keep,True,False,True,False,False,True,False,False,True,change_to_left,1.0,0,False,True
cruise,True,False,True,False,False,True,True,False,True,change_to_left,1.0,101,False,True
keep,True,False,True,False,False,True,True,False,True,swerve_left,1.0,0,False,False
cruise,True,False,True,False,True,False,False,False,True,change_to_right,1.0,135,False,True
change_to_left,False,False,True,False,False,False,False,True,True,change_to_left,1.0,2500,True,True
keep,True,False,True,False,True,False,False,False,True,swerve_right,1.0,0,False,False
cruise,True,False,True,False,True,False,True,False,True,swerve_left,1.0,19,False,False
keep,True,False,True,False,True,False,True,False,True,change_to_left,1.0,0,False,True
cruise,True,False,True,False,True,True,False,False,True,keep,1.0,1740,False,False
keep,True,False,True,False,True,True,False,False,True,swerve_right,1.0,0,False,False
cruise,True,False,True,False,True,True,True,False,True,cruise,1.0,4506,False,True
keep,True,False,True,False,True,True,True,False,True,change_to_right,1.0,3,False,True
cruise,True,False,True,True,False,False,False,False,True,change_to_right,1.0,9,False,True
keep,True,False,True,True,False,False,False,False,True,swerve_right,1.0,0,False,False
change_to_left,True,False,True,True,False,False,True,False,True,change_to_left,1.0,0,False,True
change_to_right,False,False,True,False,False,False,True,True,True,cruise,1.0,2500,True,True
cruise,True,False,True,True,False,False,True,False,True,cruise,1.0,9,False,True
keep,True,False,True,True,False,False,True,False,True,keep,1.0,0,False,True
cruise,True,False,True,True,False,True,False,False,True,change_to_right,1.0,61,False,True
keep,True,False,True,True,False,True,False,False,True,keep,1.0,0,False,True
change_to_left,True,False,True,True,False,True,True,False,True,change_to_right,1.0,324,False,True
cruise,True,False,True,True,False,True,True,False,True,change_to_right,1.0,100,False,True
keep,True,False,True,True,False,True,True,False,True,change_to_right,1.0,0,False,True
cruise,True,False,True,True,True,False,False,False,True,change_to_right,1.0,1140,False,True
keep,True,False,True,True,True,False,False,False,True,change_to_left,1.0,0,False,True
change_to_left,True,False,True,True,True,False,True,False,True,keep,1.0,838,False,False
cruise,False,False,True,False,False,False,True,True,True,swerve_left,1.0,2500,True,False
cruise,True,False,True,True,True,False,True,False,True,swerve_left,1.0,596,False,False
keep,True,False,True,True,True,False,True,False,True,keep,1.0,0,False,True
cruise,True,False,True,True,True,True,False,False,True,change_to_right,1.0,1855,False,True
keep,True,False,True,True,True,True,False,False,True,change_to_right,1.0,0,False,True
change_to_left,True,False,True,True,True,True,True,False,True,change_to_left,1.0,5188,False,True
cruise,True,False,True,True,True,True,True,False,True,change_to_left,1.0,1353,False,False
keep,True,False,True,True,True,True,True,False,True,keep,1.0,2,False,True
keep,True,True,False,False,False,False,False,False,True,swerve_right,1.0,7,False,False
keep,True,True,False,False,False,False,True,False,True,keep,1.0,1,False,True
keep,True,True,False,False,False,True,False,False,True,change_to_right,1.0,8295,False,True
change_to_left,False,False,True,False,False,False,True,True,True,cruise,1.0,2500,True,True
keep,True,True,False,False,False,True,True,False,True,keep,1.0,22795,False,True
keep,True,True,False,False,True,False,False,False,True,swerve_right,1.0,2785,False,False
keep,True,True,False,False,True,False,True,False,True,change_to_left,1.0,3147,False,True
keep,True,True,False,False,True,True,False,False,True,change_to_left,1.0,16487,False,True
keep,True,True,False,False,True,True,True,False,True,swerve_left,0.0019488025526309,95854,False,False
keep,True,True,False,True,False,False,False,False,True,change_to_left,1.0,4,False,True
change_to_left,True,True,False,True,False,False,True,False,True,keep,1.0,10,False,False
keep,True,True,False,True,False,False,True,False,True,keep,1.0,0,False,True
keep,True,True,False,True,False,True,False,False,True,change_to_right,1.0,2837,False,True
change_to_left,True,True,False,True,False,True,True,False,True,change_to_right,1.0,305,False,True
change_to_right,False,False,True,False,False,True,False,True,True,swerve_left,1.0,2505,True,False
keep,True,True,False,True,False,True,True,False,True,swerve_right,1.0,394,False,False
keep,True,True,False,True,True,False,False,False,True,change_to_left,1.0,1922,False,True
change_to_left,True,True,False,True,True,False,True,False,True,swerve_right,1.0,8969,False,False
keep,True,True,False,True,True,False,True,False,True,swerve_left,1.0,3096,False,False
keep,True,True,False,True,True,True,False,False,True,swerve_left,1.0,4104,False,False
change_to_left,True,True,False,True,True,True,True,False,True,swerve_right,1.0,4321,False,False
keep,True,True,False,True,True,True,True,False,True,swerve_right,1.0,1430,False,False
cruise,True,True,True,False,False,False,False,False,True,swerve_left,1.0,225,False,False
keep,True,True,True,False,False,False,False,False,True,change_to_right,1.0,0,False,True
cruise,True,True,True,False,False,False,True,False,True,swerve_left,1.0,1057,False,False
cruise,False,False,True,False,False,True,False,True,True,change_to_right,1.0,2500,True,True
keep,True,True,True,False,False,False,True,False,True,keep,1.0,0,False,True
cruise,True,True,True,False,False,True,False,False,True,cruise,1.0,2101,False,True
keep,True,True,True,False,False,True,False,False,True,cruise,1.0,0,False,False
cruise,True,True,True,False,False,True,True,False,True,change_to_right,1.0,33464,False,True
keep,True,True,True,False,False,True,True,False,True,keep,1.0,47,False,True
cruise,True,True,True,False,True,False,False,False,True,change_to_right,1.0,26337,False,True
keep,True,True,True,False,True,False,False,False,True,change_to_left,1.0,1,False,True
cruise,True,True,True,False,True,False,True,False,True,swerve_left,1.0,86833,False,False
keep,True,True,True,False,True,False,True,False,True,swerve_right,1.0,3,False,False
cruise,True,True,True,False,True,True,False,False,True,change_to_right,1.0,32739,False,True
change_to_left,False,False,True,False,False,True,False,True,True,change_to_left,1.0,2500,True,True
keep,True,True,True,False,True,True,False,False,True,swerve_right,1.0,59,False,False
cruise,True,True,True,False,True,True,True,False,True,cruise,1.0,51956,False,True
keep,True,True,True,False,True,True,True,False,True,swerve_left,1.0,55,False,False
cruise,True,True,True,True,False,False,False,False,True,change_to_right,1.0,2196,False,True
keep,True,True,True,True,False,False,False,False,True,change_to_left,1.0,0,False,True
change_to_left,True,True,True,True,False,False,True,False,True,change_to_left,1.0,31,False,True
cruise,True,True,True,True,False,False,True,False,True,cruise,1.0,3392,False,True
keep,True,True,True,True,False,False,True,False,True,change_to_right,1.0,1,False,True
cruise,True,True,True,True,False,True,False,False,True,change_to_left,1.0,1088,False,True
keep,True,True,True,True,False,True,False,False,True,change_to_right,1.0,0,False,True
cruise,False,False,False,False,False,False,True,True,True,keep,1.0,2502,True,False
change_to_right,False,False,True,False,False,True,True,True,True,change_to_left,1.0,3279,True,True
change_to_left,True,True,True,True,False,True,True,False,True,keep,1.0,115,False,False
cruise,True,True,True,True,False,True,True,False,True,cruise,1.0,19949,False,True
keep,True,True,True,True,False,True,True,False,True,swerve_left,1.0,6,False,False
cruise,True,True,True,True,True,False,False,False,True,change_to_left,1.0,35588,False,True
keep,True,True,True,True,True,False,False,False,True,change_to_right,1.0,0,False,True
change_to_left,True,True,True,True,True,False,True,False,True,cruise,1.0,6755,False,False
cruise,True,True,True,True,True,False,True,False,True,change_to_left,1.0,48840,False,False
keep,True,True,True,True,True,False,True,False,True,change_to_left,1.0,4,False,False
cruise,True,True,True,True,True,True,False,False,True,change_to_left,1.0,34042,False,True
keep,True,True,True,True,True,True,False,False,True,change_to_right,1.0,1,False,True
cruise,False,False,True,False,False,True,True,True,True,change_to_right,1.0,3785,True,True
change_to_left,True,True,True,True,True,True,True,False,True,swerve_right,1.0,7136,False,False
cruise,True,True,True,True,True,True,True,False,True,change_to_left,1.0,41792,False,False
keep,True,True,True,True,True,True,True,False,True,cruise,1.0,569,False,False
swerve_left,False,False,False,False,False,False,False,False,True,cruise,1.0,0,False,True
swerve_left,False,True,False,False,False,False,False,False,True,change_to_left,1.0,0,False,True
swerve_left,False,False,True,False,False,False,False,False,True,change_to_right,1.0,0,False,True
swerve_left,False,True,True,False,False,False,False,False,True,swerve_left,1.0,0,False,True
swerve_left,False,False,False,True,False,False,False,False,True,change_to_left,1.0,0,False,True
swerve_left,False,True,False,True,False,False,False,False,True,keep,1.0,0,False,False
swerve_left,False,False,True,True,False,False,False,False,True,keep,1.0,0,False,False
change_to_left,False,False,True,False,False,True,True,True,True,change_to_right,1.0,2500,True,True
swerve_left,False,True,True,True,False,False,False,False,True,swerve_right,1.0,0,False,False
swerve_left,False,False,False,False,True,False,False,False,True,keep,1.0,0,False,False
swerve_left,False,True,False,False,True,False,False,False,True,change_to_right,1.0,0,False,True
swerve_left,False,False,True,False,True,False,False,False,True,swerve_left,1.0,0,False,True
swerve_left,False,True,True,False,True,False,False,False,True,keep,1.0,0,False,False
swerve_left,False,False,False,True,True,False,False,False,True,swerve_left,1.0,0,False,True
swerve_left,False,True,False,True,True,False,False,False,True,keep,1.0,0,False,False
swerve_left,False,False,True,True,True,False,False,False,True,cruise,1.0,0,False,False
swerve_left,False,True,True,True,True,False,False,False,True,keep,1.0,0,False,False
swerve_left,False,False,False,False,False,True,False,False,True,cruise,1.0,0,False,True
change_to_right,False,False,True,False,True,False,False,True,True,change_to_right,1.0,2500,True,True
swerve_left,False,True,False,False,False,True,False,False,True,swerve_right,1.0,0,False,False
swerve_left,False,False,True,False,False,True,False,False,True,cruise,1.0,0,False,True
swerve_left,False,True,True,False,False,True,False,False,True,swerve_left,1.0,0,False,True
swerve_left,False,False,False,True,False,True,False,False,True,change_to_left,1.0,0,False,True
swerve_left,False,True,False,True,False,True,False,False,True,cruise,1.0,0,False,False
swerve_left,False,False,True,True,False,True,False,False,True,keep,1.0,0,False,False
swerve_left,False,True,True,True,False,True,False,False,True,keep,1.0,0,False,False
swerve_left,False,False,False,False,True,True,False,False,True,swerve_right,1.0,0,False,False
swerve_left,False,True,False,False,True,True,False,False,True,cruise,1.0,0,False,True
swerve_left,False,False,True,False,True,True,False,False,True,change_to_left,1.0,0,False,True
cruise,False,False,True,False,True,False,False,True,True,keep,1.0,2500,True,False
swerve_left,False,True,True,False,True,True,False,False,True,change_to_right,1.0,0,False,False
swerve_left,False,False,False,True,True,True,False,False,True,keep,1.0,0,False,False
swerve_left,False,True,False,True,True,True,False,False,True,change_to_left,1.0,0,False,True
swerve_left,False,False,True,True,True,True,False,False,True,swerve_right,1.0,0,False,False
swerve_left,False,True,True,True,True,True,False,False,True,change_to_right,1.0,0,False,False
swerve_left,False,False,False,False,False,False,True,False,True,change_to_right,1.0,0,False,True
swerve_left,False,True,False,False,False,False,True,False,True,swerve_right,1.0,0,False,False
swerve_left,False,False,True,False,False,False,True,False,True,cruise,1.0,0,False,True
swerve_left,False,True,True,False,False,False,True,False,True,keep,1.0,0,False,False
swerve_left,False,False,False,True,False,False,True,False,True,swerve_right,1.0,1,False,False
change_to_left,False,False,True,False,True,False,False,True,True,swerve_left,1.0,2500,True,False
swerve_left,False,True,False,True,False,False,True,False,True,change_to_left,1.0,0,False,True
swerve_left,False,False,True,True,False,False,True,False,True,swerve_left,1.0,0,False,True
swerve_left,False,True,True,True,False,False,True,False,True,swerve_left,1.0,5,False,True
swerve_left,False,False,False,False,True,False,True,False,True,change_to_right,1.0,0,False,True
swerve_left,False,True,False,False,True,False,True,False,True,swerve_left,1.0,0,False,True
swerve_left,False,False,True,False,True,False,True,False,True,change_to_left,1.0,0,False,True
swerve_left,False,True,True,False,True,False,True,False,True,keep,1.0,0,False,False
swerve_left,False,False,False,True,True,False,True,False,True,swerve_right,1.0,0,False,False
swerve_left,False,True,False,True,True,False,True,False,True,change_to_right,1.0,0,False,True
swerve_left,False,False,True,True,True,False,True,False,True,change_to_right,1.0,0,False,True
change_to_right,False,False,True,False,True,False,True,True,True,cruise,1.0,2500,True,True
swerve_left,False,True,True,True,True,False,True,False,True,swerve_left,1.0,2,False,True
swerve_left,False,False,False,False,False,True,True,False,True,keep,0.0019303365208489,0,False,False
swerve_left,False,True,False,False,False,True,True,False,True,swerve_left,1.0,0,False,True
swerve_left,False,False,True,False,False,True,True,False,True,cruise,1.0,0,False,True
swerve_left,False,True,True,False,False,True,True,False,True,change_to_left,1.0,0,False,True
swerve_left,False,False,False,True,False,True,True,False,True,cruise,1.0,18,False,False
swerve_left,False,True,False,True,False,True,True,False,True,change_to_right,1.0,26,False,True
swerve_left,False,False,True,True,False,True,True,False,True,keep,1.0,39,False,False
swerve_left,False,True,True,True,False,True,True,False,True,swerve_right,1.0,31,False,False
swerve_left,False,False,False,False,True,True,True,False,True,change_to_right,1.0,4,False,True
cruise,False,False,True,False,True,False,True,True,True,change_to_right,1.0,2500,True,True
swerve_left,False,True,False,False,True,True,True,False,True,keep,1.0,11,False,False
swerve_left,False,False,True,False,True,True,True,False,True,keep,1.0,1,False,False
swerve_left,False,True,True,False,True,True,True,False,True,change_to_left,1.0,0,False,True
swerve_left,False,False,False,True,True,True,True,False,True,keep,1.0,33,False,False
swerve_left,False,True,False,True,True,True,True,False,True,swerve_left,1.0,43,False,True
swerve_left,False,False,True,True,True,True,True,False,True,change_to_right,1.0,2,False,True
swerve_left,False,True,True,True,True,True,True,False,True,keep,1.0,311,False,False
swerve_right,True,False,False,False,False,False,False,False,True,swerve_right,1.0,0,False,True
swerve_right,True,True,False,False,False,False,False,False,True,change_to_left,1.0,0,False,True
swerve_right,True,False,True,False,False,False,False,False,True,cruise,1.0,0,False,False
change_to_left,False,False,True,False,True,False,True,True,True,cruise,1.0,2500,True,True
swerve_right,True,True,True,False,False,False,False,False,True,keep,1.0,0,False,False
swerve_right,True,False,False,True,False,False,False,False,True,change_to_right,1.0,0,False,True
swerve_right,True,True,False,True,False,False,False,False,True,swerve_left,1.0,0,False,False
swerve_right,True,False,True,True,False,False,False,False,True,keep,1.0,0,False,False
swerve_right,True,True,True,True,False,False,False,False,True,change_to_right,1.0,2,False,True
swerve_right,True,False,False,False,True,False,False,False,True,swerve_right,1.0,0,False,True
swerve_right,True,True,False,False,True,False,False,False,True,swerve_right,1.0,7,False,True
swerve_right,True,False,True,False,True,False,False,False,True,swerve_left,1.0,0,False,False
swerve_right,True,True,True,False,True,False,False,False,True,swerve_left,1.0,42,False,False
swerve_right,True,False,False,True,True,False,False,False,True,keep,1.0,0,False,False
change_to_right,False,False,True,False,True,True,False,True,True,change_to_right,1.0,2500,True,True
swerve_right,True,True,False,True,True,False,False,False,True,change_to_left,1.0,3,False,True
swerve_right,True,False,True,True,True,False,False,False,True,keep,1.0,0,False,False
swerve_right,True,True,True,True,True,False,False,False,True,swerve_left,1.0,18,False,False
swerve_right,True,False,False,False,False,True,False,False,True,change_to_right,1.0,0,False,True
swerve_right,True,True,False,False,False,True,False,False,True,change_to_right,1.0,3,False,True
swerve_right,True,False,True,False,False,True,False,False,True,cruise,1.0,0,False,False
swerve_right,True,True,True,False,False,True,False,False,True,swerve_right,1.0,14,False,True
swerve_right,True,False,False,True,False,True,False,False,True,cruise,1.0,0,False,True
swerve_right,True,True,False,True,False,True,False,False,True,keep,1.0,0,False,False
swerve_right,True,False,True,True,False,True,False,False,True,swerve_left,1.0,0,False,False
change_to_left,False,False,False,False,False,False,True,True,True,change_to_left,1.0,2500,True,True
cruise,False,False,True,False,True,True,False,True,True,swerve_left,1.0,2500,True,False
swerve_right,True,True,True,True,False,True,False,False,True,swerve_right,1.0,0,False,True
swerve_right,True,False,False,False,True,True,False,False,True,change_to_right,1.0,2,False,True
swerve_right,True,True,False,False,True,True,False,False,True,cruise,1.0,21,False,True
swerve_right,True,False,True,False,True,True,False,False,True,change_to_right,1.0,3,False,True
swerve_right,True,True,True,False,True,True,False,False,True,swerve_right,1.0,43,False,True
swerve_right,True,False,False,True,True,True,False,False,True,change_to_right,1.0,0,False,True
swerve_right,True,True,False,True,True,True,False,False,True,change_to_left,1.0,1,False,True
swerve_right,True,False,True,True,True,True,False,False,True,swerve_right,1.0,0,False,True
swerve_right,True,True,True,True,True,True,False,False,True,keep,1.0,2,False,False
swerve_right,True,False,False,False,False,False,True,False,True,change_to_right,1.0,0,False,True
change_to_left,False,False,True,False,True,True,False,True,True,swerve_right,1.0,2500,True,False
swerve_right,True,True,False,False,False,False,True,False,True,cruise,1.0,0,False,True
swerve_right,True,False,True,False,False,False,True,False,True,swerve_left,1.0,0,False,False
swerve_right,True,True,True,False,False,False,True,False,True,swerve_right,1.0,0,False,True
swerve_right,True,False,False,True,False,False,True,False,True,cruise,1.0,0,False,True
swerve_right,True,True,False,True,False,False,True,False,True,change_to_left,1.0,3,False,False
swerve_right,True,False,True,True,False,False,True,False,True,keep,1.0,0,False,False
swerve_right,True,True,True,True,False,False,True,False,True,swerve_left,1.0,10,False,False
swerve_right,True,False,False,False,True,False,True,False,True,change_to_right,1.0,0,False,True
swerve_right,True,True,False,False,True,False,True,False,True,swerve_left,1.0,4,False,False
swerve_right,True,False,True,False,True,False,True,False,True,change_to_right,1.0,0,False,True
change_to_right,False,False,True,False,True,True,True,True,True,change_to_right,1.0,2731,True,True
swerve_right,True,True,True,False,True,False,True,False,True,swerve_right,1.0,5,False,True
swerve_right,True,False,False,True,True,False,True,False,True,cruise,1.0,0,False,True
swerve_right,True,True,False,True,True,False,True,False,True,swerve_left,1.0,2,False,False
swerve_right,True,False,True,True,True,False,True,False,True,cruise,1.0,0,False,False
swerve_right,True,True,True,True,True,False,True,False,True,change_to_right,1.0,29,False,True
swerve_right,True,False,False,False,False,True,True,False,True,keep,1.0,0,False,False
swerve_right,True,True,False,False,False,True,True,False,True,swerve_right,1.0,7,False,True
swerve_right,True,False,True,False,False,True,True,False,True,change_to_right,1.0,0,False,True
swerve_right,True,True,True,False,False,True,True,False,True,change_to_right,1.0,14,False,True
swerve_right,True,False,False,True,False,True,True,False,True,swerve_right,1.0,0,False,True
cruise,False,False,True,False,True,True,True,True,True,swerve_right,1.0,3449,True,False
swerve_right,True,True,False,True,False,True,True,False,True,change_to_right,1.0,0,False,True
swerve_right,True,False,True,True,False,True,True,False,True,keep,1.0,0,False,False
swerve_right,True,True,True,True,False,True,True,False,True,keep,1.0,41,False,False
swerve_right,True,False,False,False,True,True,True,False,True,keep,1.0,1,False,False
swerve_right,True,True,False,False,True,True,True,False,True,swerve_left,0.0019955059945029,53,False,False
swerve_right,True,False,True,False,True,True,True,False,True,keep,1.0,0,False,False
swerve_right,True,True,True,False,True,True,True,False,True,change_to_right,1.0,108,False,True
swerve_right,True,False,False,True,True,True,True,False,True,swerve_right,1.0,1,False,True
swerve_right,True,True,False,True,True,True,True,False,True,change_to_left,1.0,135,False,False
swerve_right,True,False,True,True,True,True,True,False,True,swerve_left,1.0,0,False,False
change_to_left,False,False,True,False,True,True,True,True,True,change_to_right,1.0,2502,True,True
swerve_right,True,True,True,True,True,True,True,False,True,change_to_left,1.0,1095,False,False
swerve_left,True,False,False,False,False,False,False,False,True,change_to_right,1.0,0,False,True
swerve_left,True,True,False,False,False,False,False,False,True,change_to_right,1.0,0,False,True
swerve_left,True,False,True,False,False,False,False,False,True,swerve_left,1.0,0,False,True
swerve_left,True,True,True,False,False,False,False,False,True,change_to_right,1.0,0,False,True
swerve_left,True,False,False,True,False,False,False,False,True,swerve_left,1.0,0,False,True
swerve_left,True,True,False,True,False,False,False,False,True,keep,1.0,0,False,False
swerve_left,True,False,True,True,False,False,False,False,True,change_to_left,1.0,0,False,True
swerve_left,True,True,True,True,False,False,False,False,True,cruise,1.0,0,False,False
swerve_left,True,False,False,False,True,False,False,False,True,keep,1.0,0,False,False
change_to_right,False,False,True,True,False,False,False,True,True,swerve_left,1.0,2504,True,False
swerve_left,True,True,False,False,True,False,False,False,True,keep,1.0,7,False,False
swerve_left,True,False,True,False,True,False,False,False,True,change_to_left,1.0,0,False,True
swerve_left,True,True,True,False,True,False,False,False,True,change_to_left,1.0,2,False,True
swerve_left,True,False,False,True,True,False,False,False,True,change_to_left,1.0,0,False,True
swerve_left,True,True,False,True,True,False,False,False,True,cruise,1.0,11,False,True
swerve_left,True,False,True,True,True,False,False,False,True,swerve_right,1.0,0,False,False
swerve_left,True,True,True,True,True,False,False,False,True,change_to_right,1.0,4,False,True
swerve_left,True,False,False,False,False,True,False,False,True,swerve_left,1.0,0,False,True
swerve_left,True,True,False,False,False,True,False,False,True,change_to_right,1.0,0,False,True
swerve_left,True,False,True,False,False,True,False,False,True,swerve_left,1.0,0,False,True
change_to_left,False,False,True,True,False,False,False,True,True,change_to_left,1.0,2500,True,True
swerve_left,True,True,True,False,False,True,False,False,True,cruise,1.0,0,False,False
swerve_left,True,False,False,True,False,True,False,False,True,cruise,1.0,0,False,True
swerve_left,True,True,False,True,False,True,False,False,True,change_to_right,1.0,0,False,True
swerve_left,True,False,True,True,False,True,False,False,True,keep,1.0,0,False,False
swerve_left,True,True,True,True,False,True,False,False,True,change_to_left,1.0,0,False,True
swerve_left,True,False,False,False,True,True,False,False,True,swerve_right,1.0,0,False,False
swerve_left,True,True,False,False,True,True,False,False,True,change_to_right,1.0,14,False,True
swerve_left,True,False,True,False,True,True,False,False,True,change_to_left,1.0,0,False,True
swerve_left,True,True,True,False,True,True,False,False,True,change_to_right,1.0,4,False,True
swerve_left,True,False,False,True,True,True,False,False,True,cruise,1.0,0,False,True
change_to_right,False,False,True,True,False,False,True,True,True,cruise,1.0,2504,True,False
swerve_left,True,True,False,True,True,True,False,False,True,change_to_left,1.0,0,False,True
swerve_left,True,False,True,True,True,True,False,False,True,keep,1.0,0,False,False
swerve_left,True,True,True,True,True,True,False,False,True,swerve_left,1.0,0,False,True
swerve_left,True,False,False,False,False,False,True,False,True,swerve_left,1.0,0,False,True
swerve_left,True,True,False,False,False,False,True,False,True,change_to_right,1.0,0,False,True
swerve_left,True,False,True,False,False,False,True,False,True,swerve_left,1.0,0,False,True
swerve_left,True,True,True,False,False,False,True,False,True,cruise,1.0,0,False,False
swerve_left,True,False,False,True,False,False,True,False,True,cruise,1.0,0,False,True
swerve_left,True,True,False,True,False,False,True,False,True,change_to_right,1.0,0,False,True
swerve_left,True,False,True,True,False,False,True,False,True,swerve_left,1.0,0,False,True
change_to_left,False,False,True,True,False,False,True,True,True,swerve_right,1.0,2500,True,False
swerve_left,True,True,True,True,False,False,True,False,True,cruise,1.0,0,False,False
swerve_left,True,False,False,False,True,False,True,False,True,keep,1.0,3,False,False
swerve_left,True,True,False,False,True,False,True,False,True,cruise,1.0,5,False,True
swerve_left,True,False,True,False,True,False,True,False,True,swerve_right,1.0,0,False,False
swerve_left,True,True,True,False,True,False,True,False,True,swerve_right,1.0,2,False,False
swerve_left,True,False,False,True,True,False,True,False,True,swerve_left,1.0,1,False,True
swerve_left,True,True,False,True,True,False,True,False,True,cruise,1.0,34,False,True
swerve_left,True,False,True,True,True,False,True,False,True,change_to_left,1.0,0,False,False
swerve_left,True,True,True,True,True,False,True,False,True,swerve_left,1.0,7,False,True
swerve_left,True,False,False,False,False,True,True,False,True,change_to_right,1.0,0,False,True
change_to_right,False,False,True,True,False,True,False,True,True,cruise,1.0,2500,True,False
swerve_left,True,True,False,False,False,True,True,False,True,cruise,1.0,2,False,True
swerve_left,True,False,True,False,False,True,True,False,True,change_to_left,1.0,0,False,True
swerve_left,True,True,True,False,False,True,True,False,True,keep,1.0,0,False,False
swerve_left,True,False,False,True,False,True,True,False,True,change_to_left,1.0,0,False,False
swerve_left,True,True,False,True,False,True,True,False,True,cruise,1.0,37,False,True
swerve_left,True,False,True,True,False,True,True,False,True,swerve_left,1.0,0,False,True
swerve_left,True,True,True,True,False,True,True,False,True,change_to_left,1.0,25,False,False
swerve_left,True,False,False,False,True,True,True,False,True,change_to_left,1.0,0,False,True
swerve_left,True,True,False,False,True,True,True,False,True,keep,0.0013905638595494,34,False,False
swerve_left,True,False,True,False,True,True,True,False,True,cruise,1.0,1,False,False
change_to_right,False,False,False,False,False,True,False,True,True,cruise,1.0,2500,True,True
change_to_left,False,False,True,True,False,True,False,True,True,keep,1.0,2500,True,False
swerve_left,True,True,True,False,True,True,True,False,True,change_to_left,1.0,11,False,True
swerve_left,True,False,False,True,True,True,True,False,True,change_to_left,1.0,39,False,False
swerve_left,True,True,False,True,True,True,True,False,True,keep,1.0,77,False,False
swerve_left,True,False,True,True,True,True,True,False,True,swerve_left,1.0,1,False,True
swerve_left,True,True,True,True,True,True,True,False,True,swerve_left,1.0,2035,False,True
swerve_right,False,False,False,False,False,False,False,False,True,cruise,1.0,0,False,True
swerve_right,False,True,False,False,False,False,False,False,True,change_to_right,1.0,0,False,True
swerve_right,False,False,True,False,False,False,False,False,True,change_to_left,1.0,0,False,True
swerve_right,False,True,True,False,False,False,False,False,True,swerve_left,1.0,0,False,False
swerve_right,False,False,False,True,False,False,False,False,True,cruise,1.0,0,False,False
change_to_right,False,False,True,True,False,True,True,True,True,swerve_left,1.0,3276,True,False
swerve_right,False,True,False,True,False,False,False,False,True,change_to_left,1.0,0,False,True
swerve_right,False,False,True,True,False,False,False,False,True,swerve_right,1.0,0,False,True
swerve_right,False,True,True,True,False,False,False,False,True,change_to_left,1.0,0,False,True
swerve_right,False,False,False,False,True,False,False,False,True,swerve_right,1.0,0,False,True
swerve_right,False,True,False,False,True,False,False,False,True,swerve_right,1.0,0,False,True
swerve_right,False,False,True,False,True,False,False,False,True,keep,1.0,0,False,False
swerve_right,False,True,True,False,True,False,False,False,True,swerve_right,1.0,0,False,True
swerve_right,False,False,False,True,True,False,False,False,True,keep,1.0,0,False,False
swerve_right,False,True,False,True,True,False,False,False,True,change_to_right,1.0,0,False,True
swerve_right,False,False,True,True,True,False,False,False,True,cruise,1.0,0,False,False
change_to_left,False,False,True,True,False,True,True,True,True,cruise,1.0,2536,True,False
swerve_right,False,True,True,True,True,False,False,False,True,change_to_right,1.0,0,False,False
swerve_right,False,False,False,False,False,True,False,False,True,swerve_right,1.0,0,False,True
swerve_right,False,True,False,False,False,True,False,False,True,change_to_right,1.0,0,False,True
swerve_right,False,False,True,False,False,True,False,False,True,swerve_right,1.0,0,False,True
swerve_right,False,True,True,False,False,True,False,False,True,cruise,1.0,0,False,True
swerve_right,False,False,False,True,False,True,False,False,True,cruise,1.0,0,False,False
swerve_right,False,True,False,True,False,True,False,False,True,keep,1.0,0,False,False
swerve_right,False,False,True,True,False,True,False,False,True,swerve_left,1.0,0,False,False
swerve_right,False,True,True,True,False,True,False,False,True,keep,1.0,0,False,False
swerve_right,False,False,False,False,True,True,False,False,True,cruise,1.0,0,False,True
change_to_right,False,False,True,True,True,False,False,True,True,keep,1.0,2501,True,False
swerve_right,False,True,False,False,True,True,False,False,True,change_to_left,1.0,0,False,True
swerve_right,False,False,True,False,True,True,False,False,True,keep,1.0,0,False,False
swerve_right,False,True,True,False,True,True,False,False,True,change_to_left,1.0,0,False,True
swerve_right,False,False,False,True,True,True,False,False,True,cruise,1.0,0,False,False
swerve_right,False,True,False,True,True,True,False,False,True,keep,1.0,0,False,False
swerve_right,False,False,True,True,True,True,False,False,True,keep,1.0,0,False,False
swerve_right,False,True,True,True,True,True,False,False,True,change_to_left,1.0,0,False,True
swerve_right,False,False,False,False,False,False,True,False,True,swerve_left,1.0,0,False,False
swerve_right,False,True,False,False,False,False,True,False,True,change_to_left,1.0,0,False,True
swerve_right,False,False,True,False,False,False,True,False,True,change_to_right,1.0,0,False,True
change_to_left,False,False,True,True,True,False,False,True,True,swerve_left,1.0,2500,True,False
swerve_right,False,True,True,False,False,False,True,False,True,swerve_left,1.0,0,False,False
