action,curr_lane,free_E,free_NE,free_NW,free_SE,free_SW,free_W,orig_label_lc,latent_collision,iaction,probability,elapsed_time,group_id,ranking,frequency,potential_crash_before_intervention,potential_crash_after_intervention,best_intervention
cruise,False,True,True,False,False,False,True,True,True,change_to_left,0.8762125797073327,4.014112949371338,123,4,NA,True,True,
cruise,False,True,True,False,False,False,True,True,True,change_to_right,0.880348324564022,4.020354509353638,123,5,NA,True,False,
cruise,False,True,True,False,False,False,True,True,True,cruise,1.0,2.973423957824707,123,6,NA,True,True,
change_to_left,False,True,True,False,False,False,True,True,True,keep,0.000999,4.01153302192688,124,1,2500,True,False,*
change_to_left,False,True,True,False,False,False,True,True,True,swerve_left,0.0010047030467815,3.99587607383728,124,2,NA,True,False,
change_to_left,False,True,True,False,False,False,True,True,True,swerve_right,0.0011323641295041,4.01771879196167,124,3,NA,True,False,
change_to_left,False,True,True,False,False,False,True,True,True,cruise,0.2187829237065627,3.9587767124176025,124,4,NA,True,True,
change_to_left,False,True,True,False,False,False,True,True,True,change_to_right,0.8803506139467292,4.043787717819214,124,5,NA,True,False,
change_to_left,False,True,True,False,False,False,True,True,True,change_to_left,1.0,2.974823236465454,124,6,NA,True,True,
cruise,False,True,True,False,False,True,False,True,True,keep,0.000999,4.016525745391846,125,1,2504,True,False,*
cruise,False,True,True,False,False,True,False,True,True,swerve_left,0.0010047030467815,4.007141351699829,125,2,NA,True,False,
cruise,False,True,True,False,False,True,False,True,True,swerve_right,0.0011326605084351,4.029803037643433,125,3,NA,True,False,
cruise,False,True,True,False,False,True,False,True,True,change_to_left,0.8762121943019672,4.044759035110474,125,4,NA,True,True,
cruise,False,True,True,False,False,True,False,True,True,change_to_right,0.8804774615213458,4.023799896240234,125,5,NA,True,False,
cruise,False,True,True,False,False,True,False,True,True,cruise,1.0,2.9750757217407227,125,6,NA,True,True,
change_to_left,False,True,True,False,False,True,False,True,True,keep,0.000999,4.047966480255127,126,1,2500,True,False,*
change_to_left,False,True,True,False,False,True,False,True,True,swerve_left,0.0010047030467815,3.997551441192627,126,2,NA,True,False,
change_to_left,False,True,True,False,False,True,False,True,True,swerve_right,0.0011323641295041,4.035961389541626,126,3,NA,True,False,
change_to_left,False,True,True,False,False,True,False,True,True,cruise,0.2187796853216226,3.985685586929321,126,4,NA,True,True,
change_to_left,False,True,True,False,False,True,False,True,True,change_to_right,0.8804774643632124,4.0265820026397705,126,5,NA,True,False,
change_to_left,False,True,True,False,False,True,False,True,True,change_to_left,1.0,2.992122173309326,126,6,NA,True,True,
cruise,False,True,True,False,False,True,True,True,True,keep,0.000999,4.032270908355713,127,1,3333,True,False,*
cruise,False,True,True,False,False,True,True,True,True,swerve_left,0.0010047030467815,4.017988920211792,127,2,NA,True,False,
cruise,False,True,True,False,False,True,True,True,True,swerve_right,0.0011323641295041,4.010909795761108,127,3,NA,True,False,
cruise,False,True,True,False,False,True,True,True,True,change_to_left,0.8762110714438205,3.9664602279663086,127,4,NA,True,True,
cruise,False,True,True,False,False,True,True,True,True,change_to_right,0.8922229301963313,4.09087872505188,127,5,NA,True,False,
cruise,False,True,True,False,False,True,True,True,True,cruise,1.0,2.931068658828736,127,6,NA,True,True,
change_to_left,False,True,True,False,False,True,True,True,True,keep,0.000999,4.1346940994262695,128,1,2503,True,False,*
change_to_left,False,True,True,False,False,True,True,True,True,swerve_left,0.0010047030467815,4.118521451950073,128,2,NA,True,False,
change_to_left,False,True,True,False,False,True,True,True,True,swerve_right,0.0011323641295041,4.025174379348755,128,3,NA,True,False,
change_to_left,False,True,True,False,False,True,True,True,True,cruise,0.2179625068282116,3.99496865272522,128,4,NA,True,True,
change_to_left,False,True,True,False,False,True,True,True,True,change_to_right,0.8922229347053279,4.029969692230225,128,5,NA,True,False,
change_to_left,False,True,True,False,False,True,True,True,True,change_to_left,1.0,2.959886312484741,128,6,NA,True,True,
cruise,False,True,True,False,True,False,False,True,True,keep,0.000999,4.0575573444366455,129,1,2500,True,False,*
cruise,False,True,True,False,True,False,False,True,True,swerve_left,0.0010047030467815,3.995017528533936,129,2,NA,True,False,
cruise,False,True,True,False,True,False,False,True,True,swerve_right,0.0011323641295041,3.99268102645874,129,3,NA,True,False,
cruise,False,True,True,False,True,False,False,True,True,change_to_left,0.8762121817222963,4.012356758117676,129,4,NA,True,True,
cruise,False,True,True,False,True,False,False,True,True,change_to_right,0.8805090688949989,4.010233640670776,129,5,NA,True,False,
cruise,False,True,True,False,True,False,False,True,True,cruise,1.0,2.96130633354187,129,6,NA,True,True,
change_to_right,False,False,False,False,True,False,False,True,True,keep,0.0009989999999999,3.886196613311768,13,1,2500,True,False,*
change_to_right,False,False,False,False,True,False,False,True,True,swerve_left,0.0010047030417476,3.8265092372894287,13,2,NA,True,False,
change_to_right,False,False,False,False,True,False,False,True,True,swerve_right,0.0011326605084351,3.859269618988037,13,3,NA,True,False,
change_to_right,False,False,False,False,True,False,False,True,True,cruise,0.2187838960688096,3.82474946975708,13,4,NA,True,True,
change_to_right,False,False,False,False,True,False,False,True,True,change_to_left,0.8762091600859585,3.8340134620666495,13,5,NA,True,True,
change_to_right,False,False,False,False,True,False,False,True,True,change_to_right,1.0,2.7985174655914307,13,6,NA,True,True,
change_to_left,False,True,True,False,True,False,False,True,True,keep,0.0009989999999999,4.027467966079712,130,1,2500,True,False,*
change_to_left,False,True,True,False,True,False,False,True,True,swerve_left,0.0010047030467815,4.035645723342896,130,2,NA,True,False,
change_to_left,False,True,True,False,True,False,False,True,True,swerve_right,0.0011323641295041,4.114789962768555,130,3,NA,True,False,
change_to_left,False,True,True,False,True,False,False,True,True,cruise,0.2187851780186412,3.9631927013397217,130,4,NA,True,True,
change_to_left,False,True,True,False,True,False,False,True,True,change_to_right,0.880509063981831,3.9778571128845215,130,5,NA,True,False,
change_to_left,False,True,True,False,True,False,False,True,True,change_to_left,1.0,2.956441164016724,130,6,NA,True,True,
cruise,False,True,True,False,True,False,True,True,True,keep,0.000999,4.08153223991394,131,1,2500,True,False,*
cruise,False,True,True,False,True,False,True,True,True,swerve_left,0.0010047030467815,3.998739004135132,131,2,NA,True,False,
cruise,False,True,True,False,True,False,True,True,True,swerve_right,0.0011329565817687,4.023495197296143,131,3,NA,True,False,
cruise,False,True,True,False,True,False,True,True,True,change_to_left,0.8762088278985403,3.978514432907105,131,4,NA,True,True,
cruise,False,True,True,False,True,False,True,True,True,change_to_right,0.8823967633575178,3.97812819480896,131,5,NA,True,False,
cruise,False,True,True,False,True,False,True,True,True,cruise,1.0,2.981733798980713,131,6,NA,True,True,
change_to_left,False,True,True,False,True,False,True,True,True,keep,0.0009989999999999,4.076528787612915,132,1,2509,True,False,*
change_to_left,False,True,True,False,True,False,True,True,True,swerve_left,0.0010047030467815,3.9777443408966064,132,2,NA,True,False,
change_to_left,False,True,True,False,True,False,True,True,True,swerve_right,0.0011323641295041,4.01593828201294,132,3,NA,True,False,
change_to_left,False,True,True,False,True,False,True,True,True,cruise,0.2187834776235945,3.978314876556397,132,4,NA,True,True,
change_to_left,False,True,True,False,True,False,True,True,True,change_to_right,0.8823967583658036,3.991532564163208,132,5,NA,True,False,
