action,curr_lane,free_E,free_NE,free_NW,free_SE,free_SW,free_W,orig_label_lc,latent_collision,iaction,probability,elapsed_time,group_id
change_to_right,True,False,False,False,True,True,False,True,True,change_to_left,0.8762121964142111,3.9756741523742676,165
change_to_right,True,False,False,False,True,True,False,True,True,change_to_right,1.0,2.992574691772461,165
change_to_right,True,False,False,False,True,True,False,True,True,cruise,0.2187696203026244,3.969933032989502,165
change_to_right,True,False,False,False,True,True,False,True,True,keep,0.0009990000000000003,4.0151636600494385,165
change_to_right,True,False,False,False,True,True,False,True,True,swerve_left,0.0010047030502814303,3.981200933456421,165
change_to_right,True,False,False,False,True,True,False,True,True,swerve_right,0.0011319294619345334,3.9836931228637695,165
change_to_left,True,False,False,False,True,True,True,True,True,change_to_left,1.0,2.9661059379577637,166
change_to_left,True,False,False,False,True,True,True,True,True,change_to_right,0.879488092339057,4.006131887435913,166
change_to_left,True,False,False,False,True,True,True,True,True,cruise,0.21877483030029626,3.9784977436065674,166
change_to_left,True,False,False,False,True,True,True,True,True,keep,0.0009989999999999999,4.0919904708862305,166
change_to_left,True,False,False,False,True,True,True,True,True,swerve_left,0.001004703046781545,4.008601188659668,166
change_to_left,True,False,False,False,True,True,True,True,True,swerve_right,0.0011321469274011202,4.072469234466553,166
cruise,True,False,False,False,True,True,True,True,True,change_to_left,0.8761934546878556,3.977644681930542,167
cruise,True,False,False,False,True,True,True,True,True,change_to_right,0.8794884636699544,3.9703948497772217,167
cruise,True,False,False,False,True,True,True,True,True,cruise,1.0,2.989189386367798,167
cruise,True,False,False,False,True,True,True,True,True,keep,0.000999,4.085482120513916,167
cruise,True,False,False,False,True,True,True,True,True,swerve_left,0.001004703046781545,4.019932985305786,167
cruise,True,False,False,False,True,True,True,True,True,swerve_right,0.0011327397387702496,4.0082316398620605,167
change_to_right,True,False,False,False,True,True,True,True,True,change_to_left,0.8761938225018442,3.9879000186920166,168
change_to_right,True,False,False,False,True,True,True,True,True,change_to_right,1.0,2.9847471714019775,168
change_to_right,True,False,False,False,True,True,True,True,True,cruise,0.21877582516745286,3.9956624507904053,168
change_to_right,True,False,False,False,True,True,True,True,True,keep,0.000999,4.0391905307769775,168
change_to_right,True,False,False,False,True,True,True,True,True,swerve_left,0.001004703046781545,4.009100437164307,168
change_to_right,True,False,False,False,True,True,True,True,True,swerve_right,0.001132443457196952,4.009220600128174,168
cruise,True,False,False,True,False,False,False,True,True,change_to_left,0.8762049349843931,3.984426736831665,169
cruise,True,False,False,True,False,False,False,True,True,change_to_right,0.8794896691101924,3.982670783996582,169
cruise,True,False,False,True,False,False,False,True,True,cruise,1.0,2.99647855758667,169
cruise,True,False,False,True,False,False,False,True,True,keep,0.0009989999999999999,4.04404354095459,169
cruise,True,False,False,True,False,False,False,True,True,swerve_left,0.001004703046781545,3.992030620574951,169
cruise,True,False,False,True,False,False,False,True,True,swerve_right,0.0011323641295041124,4.005350828170776,169
change_to_left,True,False,False,True,False,False,False,True,True,change_to_left,1.0,2.966970205307007,170
change_to_left,True,False,False,True,False,False,False,True,True,change_to_right,0.8794896569444332,3.9855892658233643,170
change_to_left,True,False,False,True,False,False,False,True,True,cruise,0.21877552427808433,3.9546165466308594,170
change_to_left,True,False,False,True,False,False,False,True,True,keep,0.000999,4.039834022521973,170
change_to_left,True,False,False,True,False,False,False,True,True,swerve_left,0.001004703046781545,4.0231006145477295,170
change_to_left,True,False,False,True,False,False,False,True,True,swerve_right,0.0011323641295041124,4.024559259414673,170
change_to_right,True,False,False,True,False,False,False,True,True,change_to_left,0.8762041899129847,3.9932377338409424,171
change_to_right,True,False,False,True,False,False,False,True,True,change_to_right,1.0,2.9743423461914062,171
change_to_right,True,False,False,True,False,False,False,True,True,cruise,0.21877706964074586,3.9690468311309814,171
change_to_right,True,False,False,True,False,False,False,True,True,keep,0.000999,4.040055751800537,171
change_to_right,True,False,False,True,False,False,False,True,True,swerve_left,0.0010050485713301036,4.0123491287231445,171
change_to_right,True,False,False,True,False,False,False,True,True,swerve_right,0.0011326604873254152,4.018584489822388,171
cruise,True,False,False,True,False,False,True,True,True,change_to_left,0.8771420979846482,3.982846260070801,172
cruise,True,False,False,True,False,False,True,True,True,change_to_right,0.8794880932799761,4.014606237411499,172
cruise,True,False,False,True,False,False,True,True,True,cruise,1.0,3.0077805519104004,172
cruise,True,False,False,True,False,False,True,True,True,keep,0.000999,4.0439300537109375,172
cruise,True,False,False,True,False,False,True,True,True,swerve_left,0.001004703046781545,4.002694129943848,172
cruise,True,False,False,True,False,False,True,True,True,swerve_right,0.001132956581768799,4.016960620880127,172
change_to_right,True,False,False,True,False,False,True,True,True,change_to_left,0.8771420836158321,3.9913620948791504,173
change_to_right,True,False,False,True,False,False,True,True,True,change_to_right,1.0,2.97190260887146,173
change_to_right,True,False,False,True,False,False,True,True,True,cruise,0.2187794678662589,4.000008821487427,173
change_to_right,True,False,False,True,False,False,True,True,True,keep,0.0009989999999999999,4.045623540878296,173
change_to_right,True,False,False,True,False,False,True,True,True,swerve_left,0.001004703046781545,3.976994276046753,173
change_to_right,True,False,False,True,False,False,True,True,True,swerve_right,0.0011323641295041124,4.0112292766571045,173
change_to_left,True,False,False,True,False,True,False,True,True,change_to_left,1.0,2.9575493335723877,174
change_to_left,True,False,False,True,False,True,False,True,True,change_to_right,0.8794859597390804,3.9841814041137695,174
change_to_left,True,False,False,True,False,True,False,True,True,cruise,0.21876125756471065,3.977532148361206,174
change_to_left,True,False,False,True,False,True,False,True,True,keep,0.0009989999999999999,4.077912330627441,174
change_to_left,True,False,False,True,False,True,False,True,True,swerve_left,0.001004703046781545,4.016414165496826,174
change_to_left,True,False,False,True,False,True,False,True,True,swerve_right,0.0011326604873254152,4.033048868179321,174
change_to_right,True,False,False,True,False,True,False,True,True,change_to_left,0.8762042175035796,4.030933856964111,175
change_to_right,True,False,False,True,False,True,False,True,True,change_to_right,1.0,3.0172111988067627,175
change_to_right,True,False,False,True,False,True,False,True,True,cruise,0.21876224635639885,3.983718156814575,175
change_to_right,True,False,False,True,False,True,False,True,True,keep,0.000999,4.0170323848724365,175
change_to_right,True,False,False,True,False,True,False,True,True,swerve_left,0.001004703046781545,4.0266125202178955,175
change_to_right,True,False,False,True,False,True,False,True,True,swerve_right,0.0011323641295041124,4.057335615158081,175
cruise,True,False,False,True,False,True,False,True,True,change_to_left,0.8762038262495861,4.025074481964111,176
cruise,True,False,False,True,False,True,False,True,True,change_to_right,0.8794859553514948,4.007370948791504,176
cruise,True,False,False,True,False,True,False,True,True,cruise,1.0,2.960989236831665,176
cruise,True,False,False,True,False,True,False,True,True,keep,0.000999,4.0787835121154785,176
cruise,True,False,False,True,False,True,False,True,True,swerve_left,0.001004703046781545,4.060723781585693,176
cruise,True,False,False,True,False,True,False,True,True,swerve_right,0.0011323641295041124,4.022739887237549,176
cruise,True,False,False,True,False,True,True,True,True,change_to_left,0.8771477853463338,3.985776901245117,177
cruise,True,False,False,True,False,True,True,True,True,change_to_right,0.8794888335571497,4.000743627548218,177
cruise,True,False,False,True,False,True,True,True,True,cruise,1.0,2.938201904296875,177
cruise,True,False,False,True,False,True,True,True,True,keep,0.000999,4.037654399871826,177
cruise,True,False,False,True,False,True,True,True,True,swerve_left,0.001004703046781545,4.012488126754761,177
cruise,True,False,False,True,False,True,True,True,True,swerve_right,0.0011323641295041124,4.021657943725586,177
change_to_right,True,False,False,True,False,True,True,True,True,change_to_left,0.8771477790692788,4.048744201660156,178
change_to_right,True,False,False,True,False,True,True,True,True,change_to_right,1.0,2.984978199005127,178
change_to_right,True,False,False,True,False,True,True,True,True,cruise,0.21877679412858692,3.9879186153411865,178
change_to_right,True,False,False,True,False,True,True,True,True,keep,0.000999,4.0768516063690186,178
change_to_right,True,False,False,True,False,True,True,True,True,swerve_left,0.001004703046781545,4.025652647018433,178
change_to_right,True,False,False,True,False,True,True,True,True,swerve_right,0.0011326605084351412,4.026200771331787,178
cruise,True,False,False,True,True,False,False,True,True,change_to_left,0.8762045699792705,3.98056697845459,179
cruise,True,False,False,True,True,False,False,True,True,change_to_right,0.8794850994851597,3.9683785438537598,179
cruise,True,False,False,True,True,False,False,True,True,cruise,1.0,2.95347261428833,179
cruise,True,False,False,True,True,False,False,True,True,keep,0.000999,4.072666168212891,179
cruise,True,False,False,True,True,False,False,True,True,swerve_left,0.001004703046781545,4.058689594268799,179
cruise,True,False,False,True,True,False,False,True,True,swerve_right,0.0011323641295041124,4.022374153137207,179
change_to_left,True,False,False,True,True,False,False,True,True,change_to_left,1.0,2.9867637157440186,180
change_to_left,True,False,False,True,True,False,False,True,True,change_to_right,0.8794877413273696,4.037968635559082,180
change_to_left,True,False,False,True,True,False,False,True,True,cruise,0.21877860212790406,4.047809839248657,180
change_to_left,True,False,False,True,True,False,False,True,True,keep,0.000999,4.091119766235352,180
change_to_left,True,False,False,True,True,False,False,True,True,swerve_left,0.001004703046781545,4.032133340835571,180
change_to_left,True,False,False,True,True,False,False,True,True,swerve_right,0.0011323641295041124,4.034212112426758,180
change_to_right,True,False,False,True,True,False,False,True,True,change_to_left,0.876204955763317,3.9928441047668457,181
change_to_right,True,False,False,True,True,False,False,True,True,change_to_right,1.0,3.01111102104187,181
change_to_right,True,False,False,True,True,False,False,True,True,cruise,0.21877776598850365,4.024543285369873,181
change_to_right,True,False,False,True,True,False,False,True,True,keep,0.000999,4.0670325756073,181
change_to_right,True,False,False,True,True,False,False,True,True,swerve_left,0.001004703046781545,4.028115272521973,181
change_to_right,True,False,False,True,True,False,False,True,True,swerve_right,0.0011323641295041124,4.088778257369995,181
cruise,True,False,False,True,True,False,True,True,True,change_to_left,0.8774105177328239,4.034119367599487,182
cruise,True,False,False,True,True,False,True,True,True,change_to_right,0.8794888267290888,4.014158725738525,182
cruise,True,False,False,True,True,False,True,True,True,cruise,1.0,2.972158670425415,182
cruise,True,False,False,True,True,False,True,True,True,keep,0.000999,4.068278074264526,182
cruise,True,False,False,True,True,False,True,True,True,swerve_left,0.0010047050243661229,4.023733139038086,182
cruise,True,False,False,True,True,False,True,True,True,swerve_right,0.0011323641295041124,4.037179708480835,182
change_to_right,True,False,False,True,True,False,True,True,True,change_to_left,0.8774105309737232,4.008898019790649,183
change_to_right,True,False,False,True,True,False,True,True,True,change_to_right,1.0,2.9804961681365967,183
change_to_right,True,False,False,True,True,False,True,True,True,cruise,0.21878045259113602,4.002268075942993,183
change_to_right,True,False,False,True,True,False,True,True,True,keep,0.0009989999999999999,4.079601526260376,183
change_to_right,True,False,False,True,True,False,True,True,True,swerve_left,0.0010047050254418798,4.070214033126831,183
change_to_right,True,False,False,True,True,False,True,True,True,swerve_right,0.0011326605084351412,4.046364784240723,183
change_to_left,True,False,False,True,True,True,False,True,True,change_to_left,1.0,2.9712414741516113,184
change_to_left,True,False,False,True,True,True,False,True,True,change_to_right,0.8794859333891024,4.024064540863037,184
change_to_left,True,False,False,True,True,True,False,True,True,cruise,0.218761708490397,4.025862455368042,184
change_to_left,True,False,False,True,True,True,False,True,True,keep,0.0009989999999999999,4.103628873825073,184
change_to_left,True,False,False,True,True,True,False,True,True,swerve_left,0.001004703046781545,4.037324666976929,184
change_to_left,True,False,False,True,True,True,False,True,True,swerve_right,0.0011323641295041124,4.0246500968933105,184
cruise,True,False,False,True,True,True,False,True,True,change_to_left,0.8762049767268156,3.99520206451416,185
cruise,True,False,False,True,True,True,False,True,True,change_to_right,0.8794882349452118,3.9937217235565186,185
cruise,True,False,False,True,True,True,False,True,True,cruise,1.0,2.9899590015411377,185
cruise,True,False,False,True,True,True,False,True,True,keep,0.0009990000000000003,4.062785863876343,185
cruise,True,False,False,True,True,True,False,True,True,swerve_left,0.001004703046781545,4.045047044754028,185
cruise,True,False,False,True,True,True,False,True,True,swerve_right,0.0011326605008226166,4.03074049949646,185
change_to_right,True,False,False,True,True,True,False,True,True,change_to_left,0.8762049571468068,4.0982139110565186,186
change_to_right,True,False,False,True,True,True,False,True,True,change_to_right,1.0,2.994763135910034,186
change_to_right,True,False,False,True,True,True,False,True,True,cruise,0.21876169040078003,3.983215570449829,186
change_to_right,True,False,False,True,True,True,False,True,True,keep,0.0009990000000000003,4.042709827423096,186
change_to_right,True,False,False,True,True,True,False,True,True,swerve_left,0.001004703046781545,4.062559604644775,186
change_to_right,True,False,False,True,True,True,False,True,True,swerve_right,0.0011326604873254152,4.038967609405518,186
cruise,True,False,False,True,True,True,True,True,True,change_to_left,0.8939671957332109,3.9995410442352295,187
cruise,True,False,False,True,True,True,True,True,True,change_to_right,0.8794888222167605,4.014925718307495,187
cruise,True,False,False,True,True,True,True,True,True,cruise,1.0,2.9791598320007324,187
cruise,True,False,False,True,True,True,True,True,True,keep,0.000999,4.039866924285889,187
cruise,True,False,False,True,True,True,True,True,True,swerve_left,0.0010047812259473482,4.086100339889526,187
cruise,True,False,False,True,True,True,True,True,True,swerve_right,0.001132443457196952,4.046244859695435,187
change_to_right,True,False,False,True,True,True,True,True,True,change_to_left,0.893970280837235,3.9988210201263428,188
change_to_right,True,False,False,True,True,True,True,True,True,change_to_right,1.0,2.969731569290161,188
change_to_right,True,False,False,True,True,True,True,True,True,cruise,0.21877029098701728,3.9928064346313477,188
change_to_right,True,False,False,True,True,True,True,True,True,keep,0.000999,4.097843408584595,188
change_to_right,True,False,False,True,True,True,True,True,True,swerve_left,0.0010047812259473482,4.03253698348999,188
change_to_right,True,False,False,True,True,True,True,True,True,swerve_right,0.001132443457196952,4.047529697418213,188
change_to_left,True,False,True,False,False,False,False,True,True,change_to_left,1.0,3.0545215606689453,189
change_to_left,True,False,True,False,False,False,False,True,True,change_to_right,0.8794881129102085,4.038426399230957,189
change_to_left,True,False,True,False,False,False,False,True,True,cruise,0.22124278533744535,4.011021137237549,189
change_to_left,True,False,True,False,False,False,False,True,True,keep,0.0009989999999999999,4.049273490905762,189
change_to_left,True,False,True,False,False,False,False,True,True,swerve_left,0.001004703046781545,4.032203674316406,189
change_to_left,True,False,True,False,False,False,False,True,True,swerve_right,0.0011323641295041124,4.049537658691406,189
change_to_right,True,False,True,False,False,False,False,True,True,change_to_left,0.8762118135472555,3.9963266849517822,190
change_to_right,True,False,True,False,False,False,False,True,True,change_to_right,1.0,3.002371311187744,190
change_to_right,True,False,True,False,False,False,False,True,True,cruise,0.22124220838476855,3.9940483570098877,190
change_to_right,True,False,True,False,False,False,False,True,True,keep,0.0009989999999999999,4.048713684082031,190
change_to_right,True,False,True,False,False,False,False,True,True,swerve_left,0.001004703046781545,4.040866136550903,190
change_to_right,True,False,True,False,False,False,False,True,True,swerve_right,0.0011323641295041124,4.024345397949219,190
change_to_left,True,False,True,False,False,False,True,True,True,change_to_left,1.0,3.0450711250305176,191
change_to_left,True,False,True,False,False,False,True,True,True,change_to_right,0.8794888229221762,4.050859689712524,191
change_to_left,True,False,True,False,False,False,True,True,True,cruise,0.22124276141951665,4.025924921035767,191
change_to_left,True,False,True,False,False,False,True,True,True,keep,0.0009989999999999999,4.161257266998291,191
change_to_left,True,False,True,False,False,False,True,True,True,swerve_left,0.001004703046781545,4.133821964263916,191
change_to_left,True,False,True,False,False,False,True,True,True,swerve_right,0.0011326604873254152,4.039517164230347,191
change_to_right,True,False,True,False,False,False,True,True,True,change_to_left,0.8762125607934651,4.058020353317261,192
change_to_right,True,False,True,False,False,False,True,True,True,change_to_right,1.0,2.982205867767334,192
change_to_right,True,False,True,False,False,False,True,True,True,cruise,0.22124405153869992,3.9829776287078857,192
change_to_right,True,False,True,False,False,False,True,True,True,keep,0.000999,4.052252531051636,192
change_to_right,True,False,True,False,False,False,True,True,True,swerve_left,0.001004703046781545,4.045084714889526,192
change_to_right,True,False,True,False,False,False,True,True,True,swerve_right,0.0011323641295041124,4.058232545852661,192
change_to_left,True,False,True,False,False,True,False,True,True,change_to_left,1.0,3.033338785171509,193
change_to_left,True,False,True,False,False,True,False,True,True,change_to_right,0.8794888303039685,3.9699206352233887,193
change_to_left,True,False,True,False,False,True,False,True,True,cruise,0.22124695882729106,3.9950969219207764,193
change_to_left,True,False,True,False,False,True,False,True,True,keep,0.0009989999999999999,4.115333318710327,193
change_to_left,True,False,True,False,False,True,False,True,True,swerve_left,0.001004703046781545,4.0602076053619385,193
change_to_left,True,False,True,False,False,True,False,True,True,swerve_right,0.0011323641295041124,4.085143327713013,193
change_to_right,True,False,True,False,False,True,False,True,True,change_to_left,0.876212582614987,4.018683195114136,194
change_to_right,True,False,True,False,False,True,False,True,True,change_to_right,1.0,2.9863765239715576,194
change_to_right,True,False,True,False,False,True,False,True,True,cruise,0.22124597293989534,4.019525766372681,194
change_to_right,True,False,True,False,False,True,False,True,True,keep,0.0009989999999999999,4.062909126281738,194
change_to_right,True,False,True,False,False,True,False,True,True,swerve_left,0.001004703046781545,4.014684200286865,194
change_to_right,True,False,True,False,False,True,False,True,True,swerve_right,0.0011323641295041124,4.037904739379883,194
change_to_left,True,False,True,False,False,True,True,True,True,change_to_left,1.0,2.986070394515991,195
change_to_left,True,False,True,False,False,True,True,True,True,change_to_right,0.8794841303290291,4.0122199058532715,195
change_to_left,True,False,True,False,False,True,True,True,True,cruise,0.22127066858876465,4.031185865402222,195
change_to_left,True,False,True,False,False,True,True,True,True,keep,0.0009989999999999999,4.0591881275177,195
change_to_left,True,False,True,False,False,True,True,True,True,swerve_left,0.001004703046781545,4.07196569442749,195
change_to_left,True,False,True,False,False,True,True,True,True,swerve_right,0.0011323641295041124,4.060670375823975,195
change_to_right,True,False,True,False,False,True,True,True,True,change_to_left,0.8762125658376008,4.037092924118042,196
change_to_right,True,False,True,False,False,True,True,True,True,change_to_right,1.0,2.982241153717041,196
change_to_right,True,False,True,False,False,True,True,True,True,cruise,0.22127066922051156,4.008067607879639,196
change_to_right,True,False,True,False,False,True,True,True,True,keep,0.000999,4.081278085708618,196
change_to_right,True,False,True,False,False,True,True,True,True,swerve_left,0.001004703046781545,4.042938470840454,196
change_to_right,True,False,True,False,False,True,True,True,True,swerve_right,0.0011323641295041124,4.026530981063843,196
change_to_left,True,False,True,False,True,False,False,True,True,change_to_left,1.0,3.0010337829589844,197
change_to_left,True,False,True,False,True,False,False,True,True,change_to_right,0.8794805373726677,3.9912195205688477,197
change_to_left,True,False,True,False,True,False,False,True,True,cruise,0.22127887101022442,4.017995119094849,197
change_to_left,True,False,True,False,True,False,False,True,True,keep,0.000999,4.030526161193848,197
change_to_left,True,False,True,False,True,False,False,True,True,swerve_left,0.001004703046781545,4.014965295791626,197
change_to_left,True,False,True,False,True,False,False,True,True,swerve_right,0.0011323641295041124,4.019601106643677,197
change_to_right,True,False,True,False,True,False,False,True,True,change_to_left,0.8762114515645275,3.994882345199585,198
change_to_right,True,False,True,False,True,False,False,True,True,change_to_right,1.0,2.9692137241363525,198
change_to_right,True,False,True,False,True,False,False,True,True,cruise,0.22128113757689089,3.985950231552124,198
change_to_right,True,False,True,False,True,False,False,True,True,keep,0.0009989999999999999,4.124337196350098,198
change_to_right,True,False,True,False,True,False,False,True,True,swerve_left,0.001004703046781545,4.050126552581787,198
change_to_right,True,False,True,False,True,False,False,True,True,swerve_right,0.0011326604873254152,4.0087502002716064,198
change_to_left,True,False,True,False,True,False,True,True,True,change_to_left,1.0,2.9715967178344727,199
change_to_left,True,False,True,False,True,False,True,True,True,change_to_right,0.8794850805262333,4.022845506668091,199
change_to_left,True,False,True,False,True,False,True,True,True,cruise,0.22124932403770153,3.9934215545654297,199
change_to_left,True,False,True,False,True,False,True,True,True,keep,0.0009989999999999999,4.067754030227661,199
change_to_left,True,False,True,False,True,False,True,True,True,swerve_left,0.001004703046781545,4.030871868133545,199
change_to_left,True,False,True,False,True,False,True,True,True,swerve_right,0.0011323641295041124,4.030253887176514,199
change_to_right,True,False,True,False,True,False,True,True,True,change_to_left,0.8762148735060062,4.007075786590576,200
change_to_right,True,False,True,False,True,False,True,True,True,change_to_right,1.0,3.0008201599121094,200
change_to_right,True,False,True,False,True,False,True,True,True,cruise,0.22124777865401585,3.98038649559021,200
change_to_right,True,False,True,False,True,False,True,True,True,keep,0.000999,4.046867847442627,200
change_to_right,True,False,True,False,True,False,True,True,True,swerve_left,0.001004703046781545,4.014166831970215,200
change_to_right,True,False,True,False,True,False,True,True,True,swerve_right,0.0011323641295041124,4.0114967823028564,200
change_to_left,True,False,True,False,True,True,False,True,True,change_to_left,1.0,2.971205472946167,201
change_to_left,True,False,True,False,True,True,False,True,True,change_to_right,0.879486657663843,4.020373344421387,201
change_to_left,True,False,True,False,True,True,False,True,True,cruise,0.22172936929742895,4.0088417530059814,201
change_to_left,True,False,True,False,True,True,False,True,True,keep,0.000999,4.053018569946289,201
change_to_left,True,False,True,False,True,True,False,True,True,swerve_left,0.0010047030417476152,4.017184257507324,201
change_to_left,True,False,True,False,True,True,False,True,True,swerve_right,0.0011317116860958339,4.004975318908691,201
change_to_right,True,False,True,False,True,True,False,True,True,change_to_left,0.8762144913931371,4.0179359912872314,202
change_to_right,True,False,True,False,True,True,False,True,True,change_to_right,1.0,3.0306127071380615,202
change_to_right,True,False,True,False,True,True,False,True,True,cruise,0.22172879173530857,3.998237133026123,202
change_to_right,True,False,True,False,True,True,False,True,True,keep,0.000999,4.040681838989258,202
change_to_right,True,False,True,False,True,True,False,True,True,swerve_left,0.001004703046781545,4.062403917312622,202
change_to_right,True,False,True,False,True,True,False,True,True,swerve_right,0.0011317116860958339,3.999624729156494,202
change_to_left,True,False,True,False,True,True,True,True,True,change_to_left,1.0,2.9831347465515137,203
change_to_left,True,False,True,False,True,True,True,True,True,change_to_right,0.8794911286581324,4.027519226074219,203
change_to_left,True,False,True,False,True,True,True,True,True,cruise,0.2225055520070936,4.111401557922363,203
change_to_left,True,False,True,False,True,True,True,True,True,keep,0.0009989999999999999,4.036927938461304,203
change_to_left,True,False,True,False,True,True,True,True,True,swerve_left,0.001004705023514887,3.986138343811035,203
change_to_left,True,False,True,False,True,True,True,True,True,swerve_right,0.0011323641295041124,4.015279531478882,203
change_to_right,True,False,True,False,True,True,True,True,True,change_to_left,0.8762091449398698,4.022254467010498,204
change_to_right,True,False,True,False,True,True,True,True,True,change_to_right,1.0,2.949871301651001,204
change_to_right,True,False,True,False,True,True,True,True,True,cruise,0.22250400839083448,4.006616115570068,204
change_to_right,True,False,True,False,True,True,True,True,True,keep,0.000999,4.042151927947998,204
change_to_right,True,False,True,False,True,True,True,True,True,swerve_left,0.001004705023514887,4.064449310302734,204
change_to_right,True,False,True,False,True,True,True,True,True,swerve_right,0.0011323641295041124,3.9720656871795654,204
change_to_left,True,False,True,True,False,False,False,True,True,change_to_left,1.0,2.96820068359375,205
change_to_left,True,False,True,True,False,False,False,True,True,change_to_right,0.8794881069867393,4.039384126663208,205
change_to_left,True,False,True,True,False,False,False,True,True,cruise,0.22124500670747227,4.013948202133179,205
change_to_left,True,False,True,True,False,False,False,True,True,keep,0.000999,4.083476543426514,205
change_to_left,True,False,True,True,False,False,False,True,True,swerve_left,0.001004703046781545,4.001274108886719,205
change_to_left,True,False,True,True,False,False,False,True,True,swerve_right,0.0011323641295041124,4.014455795288086,205
change_to_right,True,False,True,True,False,False,False,True,True,change_to_left,0.87620078736778,4.028326034545898,206
change_to_right,True,False,True,True,False,False,False,True,True,change_to_right,1.0,2.9769508838653564,206
change_to_right,True,False,True,True,False,False,False,True,True,cruise,0.22124473871933767,3.971735954284668,206
change_to_right,True,False,True,True,False,False,False,True,True,keep,0.000999,4.053422689437866,206
change_to_right,True,False,True,True,False,False,False,True,True,swerve_left,0.001004703046781545,3.9769392013549805,206
change_to_right,True,False,True,True,False,False,False,True,True,swerve_right,0.0011323641295041124,4.023849010467529,206
change_to_right,True,False,True,True,False,False,True,True,True,change_to_left,0.8771443912173633,4.00042986869812,207
change_to_right,True,False,True,True,False,False,True,True,True,change_to_right,1.0,2.996610641479492,207
change_to_right,True,False,True,True,False,False,True,True,True,cruise,0.22124472246111787,4.002259016036987,207
change_to_right,True,False,True,True,False,False,True,True,True,keep,0.000999,4.063189268112183,207
change_to_right,True,False,True,True,False,False,True,True,True,swerve_left,0.001004703046781545,3.9995832443237305,207
change_to_right,True,False,True,True,False,False,True,True,True,swerve_right,0.0011323641295041124,4.018131494522095,207
change_to_left,True,False,True,True,False,True,False,True,True,change_to_left,1.0,2.2368078231811523,208
change_to_left,True,False,True,True,False,True,False,True,True,change_to_right,0.8794858241443443,3.2954256534576416,208
change_to_left,True,False,True,True,False,True,False,True,True,cruise,0.2212585276839214,3.2510597705841064,208
change_to_left,True,False,True,True,False,True,False,True,True,keep,0.000999,3.2903177738189697,208
change_to_left,True,False,True,True,False,True,False,True,True,swerve_left,0.001004703046781545,3.271636486053467,208
change_to_left,True,False,True,True,False,True,False,True,True,swerve_right,0.0011323641295041124,3.3136894702911377,208
change_to_right,True,False,True,True,False,True,False,True,True,change_to_left,0.8762042007233153,3.323513984680176,209
change_to_right,True,False,True,True,False,True,False,True,True,change_to_right,1.0,2.346648693084717,209
change_to_right,True,False,True,True,False,True,False,True,True,cruise,0.22126048418349573,3.315394163131714,209
change_to_right,True,False,True,True,False,True,False,True,True,keep,0.000999,3.3691155910491943,209
change_to_right,True,False,True,True,False,True,False,True,True,swerve_left,0.001004703046781545,3.3399031162261963,209
change_to_right,True,False,True,True,False,True,False,True,True,swerve_right,0.0011323641295041124,3.3872854709625244,209
change_to_right,True,False,True,True,False,True,True,True,True,change_to_left,0.8780041986476878,4.02475118637085,210
change_to_right,True,False,True,True,False,True,True,True,True,change_to_right,1.0,3.0092227458953857,210
change_to_right,True,False,True,True,False,True,True,True,True,cruise,0.2212703723939731,4.009265899658203,210
change_to_right,True,False,True,True,False,True,True,True,True,keep,0.000999,4.0535595417022705,210
change_to_right,True,False,True,True,False,True,True,True,True,swerve_left,0.001004703046781545,4.035301685333252,210
change_to_right,True,False,True,True,False,True,True,True,True,swerve_right,0.0011323641295041124,4.080686569213867,210
change_to_left,True,False,True,True,True,False,False,True,True,change_to_left,1.0,2.976759910583496,211
change_to_left,True,False,True,True,True,False,False,True,True,change_to_right,0.879486655264261,4.015460968017578,211
change_to_left,True,False,True,True,True,False,False,True,True,cruise,0.2215611420568001,3.9698076248168945,211
change_to_left,True,False,True,True,True,False,False,True,True,keep,0.000999,4.076483964920044,211
change_to_left,True,False,True,True,True,False,False,True,True,swerve_left,0.001004703046781545,4.030871391296387,211
change_to_left,True,False,True,True,True,False,False,True,True,swerve_right,0.0011323641295041124,4.025552749633789,211
change_to_right,True,False,True,True,True,False,False,True,True,change_to_left,0.8762045753020251,4.037805080413818,212
change_to_right,True,False,True,True,True,False,False,True,True,change_to_right,1.0,3.0087432861328125,212
change_to_right,True,False,True,True,True,False,False,True,True,cruise,0.22155960901200608,3.9850780963897705,212
change_to_right,True,False,True,True,True,False,False,True,True,keep,0.000999,4.066448450088501,212
change_to_right,True,False,True,True,True,False,False,True,True,swerve_left,0.001004703046781545,4.014301776885986,212
change_to_right,True,False,True,True,True,False,False,True,True,swerve_right,0.0011323641295041124,4.033812046051025,212
change_to_right,True,False,True,True,True,False,True,True,True,change_to_left,0.8793770628575275,3.9971983432769775,213
change_to_right,True,False,True,True,True,False,True,True,True,change_to_right,1.0,2.9994113445281982,213
change_to_right,True,False,True,True,True,False,True,True,True,cruise,0.2214090893013227,4.010099411010742,213
change_to_right,True,False,True,True,True,False,True,True,True,keep,0.000999,4.010891914367676,213
change_to_right,True,False,True,True,True,False,True,True,True,swerve_left,0.001004703046781545,3.9941303730010986,213
change_to_right,True,False,True,True,True,False,True,True,True,swerve_right,0.0011323641295041124,4.004652738571167,213
change_to_left,True,False,True,True,True,True,False,True,True,change_to_left,1.0,3.0002005100250244,214
change_to_left,True,False,True,True,True,True,False,True,True,change_to_right,0.8794806628401489,4.046173572540283,214
