action,curr_lane,free_E,free_NE,free_NW,free_SE,free_SW,free_W,orig_label_lc,latent_collision,iaction,probability,frequency,potential_crash_before_intervention,potential_crash_after_intervention
change_to_left,False,False,False,False,True,False,False,True,True,keep,0.000999,2500,True,False
change_to_right,True,False,False,False,False,False,True,True,True,keep,0.0009989999999999,2500,True,False
change_to_left,True,False,False,False,False,True,False,True,True,keep,0.0009989999999999,2500,True,False
cruise,True,False,False,False,False,True,False,True,True,keep,0.000999,2501,True,False
change_to_right,True,False,False,False,False,True,False,True,True,keep,0.000999,2500,True,False
change_to_left,True,False,False,False,False,True,True,True,True,keep,0.0009989999999999,2501,True,False
cruise,True,False,False,False,False,True,True,True,True,keep,0.000999,2500,True,False
change_to_right,True,False,False,False,False,True,True,True,True,keep,0.000999,2500,True,False
change_to_left,True,False,False,False,True,False,False,True,True,keep,0.0009989999999999,2500,True,False
cruise,True,False,False,False,True,False,False,True,True,keep,0.0009989999999999,2502,True,False
change_to_right,True,False,False,False,True,False,False,True,True,keep,0.000999,2500,True,False
change_to_right,False,False,False,False,True,False,True,True,True,keep,0.000999,2500,True,False
change_to_left,True,False,False,False,True,False,True,True,True,keep,0.000999,2501,True,False
cruise,True,False,False,False,True,False,True,True,True,keep,0.000999,2500,True,False
change_to_right,True,False,False,False,True,False,True,True,True,keep,0.000999,2500,True,False
change_to_left,True,False,False,False,True,True,False,True,True,keep,0.0009989999999999,2500,True,False
cruise,True,False,False,False,True,True,False,True,True,keep,0.000999,2511,True,False
change_to_right,True,False,False,False,True,True,False,True,True,keep,0.000999,2500,True,False
change_to_left,True,False,False,False,True,True,True,True,True,keep,0.0009989999999999,2548,True,False
cruise,True,False,False,False,True,True,True,True,True,keep,0.000999,2505,True,False
change_to_right,True,False,False,False,True,True,True,True,True,keep,0.000999,2500,True,False
cruise,True,False,False,True,False,False,False,True,True,keep,0.0009989999999999,2504,True,False
cruise,False,False,False,False,True,False,True,True,True,keep,0.000999,2519,True,False
change_to_left,True,False,False,True,False,False,False,True,True,keep,0.000999,2500,True,False
change_to_right,True,False,False,True,False,False,False,True,True,keep,0.000999,2504,True,False
cruise,True,False,False,True,False,False,True,True,True,keep,0.000999,2500,True,False
change_to_right,True,False,False,True,False,False,True,True,True,keep,0.0009989999999999,2500,True,False
change_to_left,True,False,False,True,False,True,False,True,True,keep,0.0009989999999999,2500,True,False
change_to_right,True,False,False,True,False,True,False,True,True,keep,0.000999,2507,True,False
cruise,True,False,False,True,False,True,False,True,True,keep,0.000999,2520,True,False
cruise,True,False,False,True,False,True,True,True,True,keep,0.000999,2504,True,False
change_to_right,True,False,False,True,False,True,True,True,True,keep,0.000999,2500,True,False
cruise,True,False,False,True,True,False,False,True,True,keep,0.000999,2503,True,False
change_to_left,False,False,False,False,True,False,True,True,True,keep,0.0009989999999999,2556,True,False
change_to_left,True,False,False,True,True,False,False,True,True,keep,0.000999,2500,True,False
change_to_right,True,False,False,True,True,False,False,True,True,keep,0.000999,2502,True,False
cruise,True,False,False,True,True,False,True,True,True,keep,0.000999,2500,True,False
change_to_right,True,False,False,True,True,False,True,True,True,keep,0.0009989999999999,2500,True,False
change_to_left,True,False,False,True,True,True,False,True,True,keep,0.0009989999999999,2500,True,False
cruise,True,False,False,True,True,True,False,True,True,keep,0.000999,2518,True,False
change_to_right,True,False,False,True,True,True,False,True,True,keep,0.000999,2508,True,False
cruise,True,False,False,True,True,True,True,True,True,keep,0.000999,2509,True,False
change_to_right,True,False,False,True,True,True,True,True,True,keep,0.000999,2500,True,False
change_to_left,True,False,True,False,False,False,False,True,True,keep,0.0009989999999999,2500,True,False
change_to_right,False,False,False,False,True,True,False,True,True,keep,0.000999,2500,True,False
change_to_right,True,False,True,False,False,False,False,True,True,keep,0.0009989999999999,2500,True,False
change_to_left,True,False,True,False,False,False,True,True,True,keep,0.0009989999999999,2500,True,False
change_to_right,True,False,True,False,False,False,True,True,True,keep,0.000999,2500,True,False
change_to_left,True,False,True,False,False,True,False,True,True,keep,0.0009989999999999,2500,True,False
change_to_right,True,False,True,False,False,True,False,True,True,keep,0.0009989999999999,2500,True,False
change_to_left,True,False,True,False,False,True,True,True,True,keep,0.0009989999999999,2500,True,False
change_to_right,True,False,True,False,False,True,True,True,True,keep,0.000999,2513,True,False
change_to_left,True,False,True,False,True,False,False,True,True,keep,0.000999,2500,True,False
change_to_right,True,False,True,False,True,False,False,True,True,keep,0.0009989999999999,2522,True,False
change_to_left,True,False,True,False,True,False,True,True,True,keep,0.0009989999999999,2500,True,False
cruise,False,False,False,False,False,False,False,True,True,keep,0.000999,2500,True,False
cruise,False,False,False,False,True,True,False,True,True,keep,0.000999,2500,True,False
change_to_right,True,False,True,False,True,False,True,True,True,keep,0.000999,2500,True,False
change_to_left,True,False,True,False,True,True,False,True,True,keep,0.000999,2500,True,False
change_to_right,True,False,True,False,True,True,False,True,True,keep,0.000999,2506,True,False
change_to_left,True,False,True,False,True,True,True,True,True,keep,0.0009989999999999,2500,True,False
change_to_right,True,False,True,False,True,True,True,True,True,keep,0.000999,2501,True,False
change_to_left,True,False,True,True,False,False,False,True,True,keep,0.000999,2500,True,False
change_to_right,True,False,True,True,False,False,False,True,True,keep,0.000999,2500,True,False
change_to_right,True,False,True,True,False,False,True,True,True,keep,0.000999,2501,True,False
change_to_left,True,False,True,True,False,True,False,True,True,keep,0.000999,2500,True,False
change_to_right,True,False,True,True,False,True,False,True,True,keep,0.000999,2500,True,False
change_to_left,False,False,False,False,True,True,False,True,True,keep,0.000999,2500,True,False
change_to_right,True,False,True,True,False,True,True,True,True,keep,0.000999,2676,True,False
change_to_left,True,False,True,True,True,False,False,True,True,keep,0.000999,2500,True,False
change_to_right,True,False,True,True,True,False,False,True,True,keep,0.000999,2506,True,False
change_to_right,True,False,True,True,True,False,True,True,True,keep,0.000999,2501,True,False
change_to_left,True,False,True,True,True,True,False,True,True,keep,0.000999,2501,True,False
change_to_right,True,False,True,True,True,True,False,True,True,keep,0.000999,2530,True,False
change_to_right,True,False,True,True,True,True,True,True,True,keep,0.000999,2598,True,False
change_to_left,True,True,False,False,False,False,False,True,True,keep,0.000999,2500,True,False
cruise,True,True,False,False,False,False,False,True,True,keep,0.000999,2500,True,False
change_to_right,True,True,False,False,False,False,False,True,True,keep,0.000999,2500,True,False
cruise,False,False,False,False,True,True,True,True,True,keep,0.000999,3640,True,False
change_to_left,True,True,False,False,False,False,True,True,True,keep,0.000999,2505,True,False
cruise,True,True,False,False,False,False,True,True,True,keep,0.000999,2500,True,False
change_to_right,True,True,False,False,False,False,True,True,True,keep,0.0009989999999999,2500,True,False
change_to_left,True,True,False,False,False,True,False,True,True,keep,0.000999,2500,True,False
cruise,True,True,False,False,False,True,False,True,True,keep,0.000999,2613,True,False
change_to_right,True,True,False,False,False,True,False,True,True,keep,0.000999,2556,True,False
change_to_left,True,True,False,False,False,True,True,True,True,keep,0.000999,2808,True,False
cruise,True,True,False,False,False,True,True,True,True,keep,0.000999,2546,True,False
change_to_right,True,True,False,False,False,True,True,True,True,keep,0.000999,2510,True,False
change_to_left,True,True,False,False,True,False,False,True,True,keep,0.000999,2518,True,False
change_to_right,False,False,False,False,True,True,True,True,True,keep,0.000999,2534,True,False
cruise,True,True,False,False,True,False,False,True,True,keep,0.000999,2986,True,False
change_to_right,True,True,False,False,True,False,False,True,True,keep,0.000999,2500,True,False
change_to_left,True,True,False,False,True,False,True,True,True,keep,0.000999,2831,True,False
cruise,True,True,False,False,True,False,True,True,True,keep,0.000999,2700,True,False
change_to_right,True,True,False,False,True,False,True,True,True,keep,0.000999,2501,True,False
change_to_left,True,True,False,False,True,True,False,True,True,keep,0.000999,2509,True,False
cruise,True,True,False,False,True,True,False,True,True,keep,0.000999,3727,True,False
change_to_right,True,True,False,False,True,True,False,True,True,keep,0.000999,2819,True,False
change_to_left,True,True,False,False,True,True,True,True,True,swerve_left,0.000999,4106,True,False
cruise,True,True,False,False,True,True,True,True,True,swerve_left,0.000999,4282,True,False
change_to_left,False,False,False,False,True,True,True,True,True,keep,0.0009989999999999,2571,True,False
change_to_right,True,True,False,False,True,True,True,True,True,swerve_left,0.000999,2630,True,False
cruise,True,True,False,True,False,False,False,True,True,keep,0.000999,2504,True,False
change_to_left,True,True,False,True,False,False,False,True,True,keep,0.000999,2500,True,False
change_to_right,True,True,False,True,False,False,False,True,True,keep,0.0009989999999999,2501,True,False
cruise,True,True,False,True,False,False,True,True,True,keep,0.000999,2500,True,False
change_to_right,True,True,False,True,False,False,True,True,True,keep,0.0009989999999999,2500,True,False
change_to_left,True,True,False,True,False,True,False,True,True,keep,0.000999,2500,True,False
change_to_right,True,True,False,True,False,True,False,True,True,keep,0.000999,2533,True,False
cruise,True,True,False,True,False,True,False,True,True,keep,0.000999,2597,True,False
cruise,True,True,False,True,False,True,True,True,True,keep,0.000999,2634,True,False
change_to_right,False,False,False,True,False,False,False,True,True,keep,0.000999,2500,True,False
change_to_right,True,True,False,True,False,True,True,True,True,keep,0.0009989999999999,2500,True,False
cruise,True,True,False,True,True,False,False,True,True,keep,0.000999,2674,True,False
change_to_left,True,True,False,True,True,False,False,True,True,keep,0.0009989999999999,2604,True,False
change_to_right,True,True,False,True,True,False,False,True,True,keep,0.000999,2501,True,False
cruise,True,True,False,True,True,False,True,True,True,keep,0.000999,2661,True,False
change_to_right,True,True,False,True,True,False,True,True,True,keep,0.000999,2500,True,False
change_to_left,True,True,False,True,True,True,False,True,True,keep,0.000999,2642,True,False
cruise,True,True,False,True,True,True,False,True,True,keep,0.000999,3387,True,False
change_to_right,True,True,False,True,True,True,False,True,True,keep,0.0009989999999999,2558,True,False
cruise,True,True,False,True,True,True,True,True,True,keep,0.000999,3454,True,False
change_to_left,False,False,False,True,False,False,False,True,True,keep,0.000999,2500,True,False
change_to_right,True,True,False,True,True,True,True,True,True,keep,0.0009989999999999,2511,True,False
change_to_left,True,True,True,False,False,False,False,True,True,keep,0.000999,2500,True,False
change_to_right,True,True,True,False,False,False,False,True,True,keep,0.000999,2500,True,False
change_to_left,True,True,True,False,False,False,True,True,True,keep,0.000999,2500,True,False
change_to_right,True,True,True,False,False,False,True,True,True,keep,0.0009989999999999,2500,True,False
change_to_left,True,True,True,False,False,True,False,True,True,keep,0.000999,2500,True,False
change_to_right,True,True,True,False,False,True,False,True,True,keep,0.0009989999999999,2524,True,False
change_to_left,True,True,True,False,False,True,True,True,True,keep,0.000999,2500,True,False
change_to_right,True,True,True,False,False,True,True,True,True,keep,0.000999,4563,True,False
change_to_left,True,True,True,False,True,False,False,True,True,keep,0.000999,2500,True,False
change_to_right,False,False,False,True,False,False,True,True,True,keep,0.000999,2500,True,False
change_to_right,True,True,True,False,True,False,False,True,True,keep,0.000999,2509,True,False
change_to_left,True,True,True,False,True,False,True,True,True,keep,0.000999,2500,True,False
change_to_right,True,True,True,False,True,False,True,True,True,keep,0.000999,2500,True,False
change_to_left,True,True,True,False,True,True,False,True,True,keep,0.000999,2500,True,False
change_to_right,True,True,True,False,True,True,False,True,True,keep,0.000999,2534,True,False
change_to_left,True,True,True,False,True,True,True,True,True,keep,0.000999,2501,True,False
change_to_right,True,True,True,False,True,True,True,True,True,keep,0.000999,2927,True,False
change_to_left,True,True,True,True,False,False,False,True,True,keep,0.000999,2506,True,False
change_to_right,True,True,True,True,False,False,False,True,True,keep,0.000999,2500,True,False
change_to_right,True,True,True,True,False,False,True,True,True,keep,0.000999,2500,True,False
change_to_left,False,False,False,True,False,False,True,True,True,keep,0.000999,2501,True,False
change_to_left,True,True,True,True,False,True,False,True,True,keep,0.0009989999999999,2502,True,False
change_to_right,True,True,True,True,False,True,False,True,True,keep,0.0009989999999999,2503,True,False
change_to_right,True,True,True,True,False,True,True,True,True,keep,0.000999,7267,True,False
change_to_left,True,True,True,True,True,False,False,True,True,keep,0.000999,2534,True,False
change_to_right,True,True,True,True,True,False,False,True,True,keep,0.000999,2500,True,False
change_to_right,True,True,True,True,True,False,True,True,True,keep,0.000999,2500,True,False
change_to_left,True,True,True,True,True,True,False,True,True,keep,0.000999,2528,True,False
change_to_right,True,True,True,True,True,True,False,True,True,keep,0.000999,2510,True,False
change_to_right,True,True,True,True,True,True,True,True,True,keep,0.0009989999999999,5308,True,False
keep,False,False,False,False,False,False,False,False,True,swerve_left,0.0010047030467815,0,False,False
change_to_right,False,False,False,True,False,True,False,True,True,keep,0.0009989999999999,2500,True,False
keep,False,False,False,False,False,False,True,False,True,swerve_left,0.0009993457021042,491,False,False
keep,False,False,False,False,False,True,False,False,True,swerve_left,0.0010047030467815,0,False,False
keep,False,False,False,False,False,True,True,False,True,swerve_left,0.0010100624620102,69359,False,False
keep,False,False,False,False,True,False,False,False,True,swerve_left,0.0010047030467815,0,False,False
keep,False,False,False,False,True,False,True,False,True,swerve_left,0.0010047030467815,341,False,False
keep,False,False,False,False,True,True,False,False,True,swerve_left,0.0010047030467815,0,False,False
keep,False,False,False,False,True,True,True,False,True,swerve_left,0.0010047109716175,24208,False,False
cruise,False,False,False,True,False,False,False,False,True,keep,0.0009989999999999,0,False,False
keep,False,False,False,True,False,False,False,False,True,swerve_left,0.0010047030467815,0,False,False
cruise,False,False,False,True,False,False,True,False,True,keep,0.0009989999999999,1742,False,False
change_to_left,False,False,False,False,False,False,False,True,True,keep,0.000999,2500,True,False
change_to_left,False,False,False,True,False,True,False,True,True,keep,0.000999,2500,True,False
keep,False,False,False,True,False,False,True,False,True,swerve_left,0.001004359373292,1,False,False
cruise,False,False,False,True,False,True,False,False,True,keep,0.000999,0,False,False
keep,False,False,False,True,False,True,False,False,True,swerve_left,0.0010047030467815,0,False,False
cruise,False,False,False,True,False,True,True,False,True,keep,0.000999,13396,False,False
keep,False,False,False,True,False,True,True,False,True,swerve_left,0.0010047388619376,14,False,False
cruise,False,False,False,True,True,False,False,False,True,keep,0.0009989999999999,0,False,False
keep,False,False,False,True,True,False,False,False,True,swerve_left,0.0010047030467815,0,False,False
cruise,False,False,False,True,True,False,True,False,True,keep,0.000999,6365,False,False
keep,False,False,False,True,True,False,True,False,True,swerve_left,0.0009993457021042,0,False,False
cruise,False,False,False,True,True,True,False,False,True,keep,0.000999,0,False,False
change_to_right,False,False,False,True,False,True,True,True,True,keep,0.0009989999999999,2502,True,False
keep,False,False,False,True,True,True,False,False,True,swerve_left,0.0010047030467815,0,False,False
cruise,False,False,False,True,True,True,True,False,True,keep,0.0009989999999999,15206,False,False
keep,False,False,False,True,True,True,True,False,True,swerve_left,0.0010047690532435,47,False,False
keep,False,False,True,False,False,False,False,False,True,swerve_left,0.0010047030467815,0,False,False
keep,False,False,True,False,False,False,True,False,True,swerve_left,0.0010047030467815,86,False,False
keep,False,False,True,False,False,True,False,False,True,swerve_left,0.0010047030467815,0,False,False
keep,False,False,True,False,False,True,True,False,True,swerve_left,0.0010069478523866,24493,False,False
keep,False,False,True,False,True,False,False,False,True,swerve_left,0.0010047030467815,0,False,False
keep,False,False,True,False,True,False,True,False,True,swerve_left,0.0010047030467815,2,False,False
keep,False,False,True,False,True,True,False,False,True,swerve_left,0.0010047030467815,11,False,False
change_to_left,False,False,False,True,False,True,True,True,True,keep,0.0009989999999999,2765,True,False
keep,False,False,True,False,True,True,True,False,True,swerve_left,0.0010047050235148,8716,False,False
cruise,False,False,True,True,False,False,False,False,True,keep,0.000999,0,False,False
keep,False,False,True,True,False,False,False,False,True,swerve_left,0.0010047030467815,0,False,False
cruise,False,False,True,True,False,False,True,False,True,keep,0.000999,2173,False,False
keep,False,False,True,True,False,False,True,False,True,swerve_left,0.0010047030467815,3,False,False
cruise,False,False,True,True,False,True,False,False,True,keep,0.0009989999999999,1,False,False
keep,False,False,True,True,False,True,False,False,True,swerve_left,0.0010047030467815,0,False,False
cruise,False,False,True,True,False,True,True,False,True,keep,0.000999,24660,False,False
keep,False,False,True,True,False,True,True,False,True,swerve_left,0.0010070568130557,1,False,False
cruise,False,False,True,True,True,False,False,False,True,keep,0.000999,0,False,False
change_to_right,False,False,False,True,True,False,False,True,True,keep,0.000999,2500,True,False
keep,False,False,True,True,True,False,False,False,True,swerve_left,0.0010047030467815,0,False,False
cruise,False,False,True,True,True,False,True,False,True,keep,0.0009989999999999,2047,False,False
keep,False,False,True,True,True,False,True,False,True,swerve_left,0.0010047030417476,0,False,False
cruise,False,False,True,True,True,True,False,False,True,keep,0.000999,0,False,False
keep,False,False,True,True,True,True,False,False,True,swerve_left,0.0010047030467815,0,False,False
cruise,False,False,True,True,True,True,True,False,True,keep,0.000999,16270,False,False
keep,False,False,True,True,True,True,True,False,True,swerve_left,0.001004707003631,37,False,False
keep,False,True,False,False,False,False,False,False,True,swerve_left,0.0010047030502814,0,False,False
keep,False,True,False,False,False,False,True,False,True,swerve_left,0.0010047030467815,18,False,False
keep,False,True,False,False,False,True,False,False,True,swerve_left,0.0010047030467815,0,False,False
change_to_left,False,False,False,True,True,False,False,True,True,keep,0.0009989999999999,2500,True,False
keep,False,True,False,False,False,True,True,False,True,swerve_left,0.000999,120752,False,False
keep,False,True,False,False,True,False,False,False,True,swerve_left,0.0010047030467815,0,False,False
keep,False,True,False,False,True,False,True,False,True,swerve_left,0.0010047030417476,151,False,False
keep,False,True,False,False,True,True,False,False,True,swerve_left,0.0010047030467815,0,False,False
keep,False,True,False,False,True,True,True,False,True,swerve_left,0.0010047248857854,63052,False,False
cruise,False,True,False,True,False,False,False,False,True,keep,0.000999,0,False,False
keep,False,True,False,True,False,False,False,False,True,swerve_left,0.0010047030467815,0,False,False
cruise,False,True,False,True,False,False,True,False,True,keep,0.000999,1809,False,False
keep,False,True,False,True,False,False,True,False,True,swerve_left,0.0010047030467815,0,False,False
cruise,False,True,False,True,False,True,False,False,True,keep,0.000999,0,False,False
change_to_right,False,False,False,True,True,False,True,True,True,keep,0.000999,2500,True,False
keep,False,True,False,True,False,True,False,False,True,swerve_left,0.0010047030467815,0,False,False
cruise,False,True,False,True,False,True,True,False,True,keep,0.0009989999999999,11030,False,False
keep,False,True,False,True,False,True,True,False,True,swerve_left,0.0010047549269164,24,False,False
cruise,False,True,False,True,True,False,False,False,True,keep,0.0009989999999999,3,False,False
keep,False,True,False,True,True,False,False,False,True,swerve_left,0.0010047030467815,0,False,False
cruise,False,True,False,True,True,False,True,False,True,keep,0.000999,13080,False,False
keep,False,True,False,True,True,False,True,False,True,swerve_left,0.0009993457021042,0,False,False
cruise,False,True,False,True,True,True,False,False,True,keep,0.000999,2,False,False
keep,False,True,False,True,True,True,False,False,True,swerve_left,0.0010047030467815,0,False,False
cruise,False,True,False,True,True,True,True,False,True,keep,0.0009989999999999,33843,False,False
change_to_left,False,False,False,True,True,False,True,True,True,keep,0.000999,2724,True,False
keep,False,True,False,True,True,True,True,False,True,swerve_left,0.0010047893603873,466,False,False
change_to_right,False,True,True,False,False,False,False,False,True,keep,0.000999,0,False,False
keep,False,True,True,False,False,False,False,False,True,swerve_left,0.0010047030467815,2,False,False
change_to_right,False,True,True,False,False,False,True,False,True,keep,0.000999,4,False,False
keep,False,True,True,False,False,False,True,False,True,swerve_left,0.0010047030467815,0,False,False
change_to_right,False,True,True,False,False,True,False,False,True,keep,0.000999,36,False,False
keep,False,True,True,False,False,True,False,False,True,swerve_left,0.0010047030467815,0,False,False
change_to_right,False,True,True,False,False,True,True,False,True,keep,0.000999,4436,False,False
keep,False,True,True,False,False,True,True,False,True,swerve_left,0.0010047030467815,1863,False,False
change_to_right,False,True,True,False,True,False,False,False,True,keep,0.000999,48,False,False
change_to_right,False,False,False,True,True,True,False,True,True,keep,0.000999,2500,True,False
keep,False,True,True,False,True,False,False,False,True,swerve_left,0.0010047030467815,0,False,False
change_to_right,False,True,True,False,True,False,True,False,True,keep,0.000999,763,False,False
keep,False,True,True,False,True,False,True,False,True,swerve_left,0.0010047030467815,2,False,False
change_to_right,False,True,True,False,True,True,False,False,True,keep,0.0009989999999999,79,False,False
keep,False,True,True,False,True,True,False,False,True,swerve_left,0.0010047030417476,0,False,False
change_to_right,False,True,True,False,True,True,True,False,True,keep,0.000999,1310,False,False
keep,False,True,True,False,True,True,True,False,True,swerve_left,0.0010047030467815,16,False,False
change_to_right,False,True,True,True,False,False,False,False,True,keep,0.000999,1,False,False
cruise,False,True,True,True,False,False,False,False,True,keep,0.000999,0,False,False
keep,False,True,True,True,False,False,False,False,True,swerve_left,0.0010047030467815,0,False,False
change_to_left,False,False,False,True,True,True,False,True,True,keep,0.000999,2500,True,False
change_to_right,False,True,True,True,False,False,True,False,True,keep,0.000999,34,False,False
cruise,False,True,True,True,False,False,True,False,True,keep,0.000999,10,False,False
keep,False,True,True,True,False,False,True,False,True,swerve_left,0.0010029823049813,0,False,False
change_to_right,False,True,True,True,False,True,False,False,True,keep,0.000999,46,False,False
cruise,False,True,True,True,False,True,False,False,True,keep,0.0009989999999999,6,False,False
keep,False,True,True,True,False,True,False,False,True,swerve_left,0.0010047030467815,0,False,False
change_to_right,False,True,True,True,False,True,True,False,True,keep,0.000999,29084,False,False
cruise,False,True,True,True,False,True,True,False,True,keep,0.000999,7453,False,False
keep,False,True,True,True,False,True,True,False,True,swerve_left,0.0010047650135486,21,False,False
change_to_right,False,True,True,True,True,False,False,False,True,keep,0.000999,7,False,False
change_to_right,False,False,False,True,True,True,True,True,True,keep,0.000999,2500,True,False
cruise,False,True,True,True,True,False,False,False,True,keep,0.000999,5,False,False
keep,False,True,True,True,True,False,False,False,True,swerve_left,0.0010047030467815,0,False,False
change_to_right,False,True,True,True,True,False,True,False,True,keep,0.0010040759054823,3,False,False
cruise,False,True,True,True,True,False,True,False,True,keep,0.001004075927057,138,False,False
keep,False,True,True,True,True,False,True,False,True,swerve_left,0.0010145663362254,12,False,False
change_to_right,False,True,True,True,True,True,False,False,True,keep,0.000999,5,False,False
cruise,False,True,True,True,True,True,False,False,True,keep,0.000999,12,False,False
keep,False,True,True,True,True,True,False,False,True,swerve_left,0.0010047030467815,0,False,False
change_to_right,False,True,True,True,True,True,True,False,True,keep,0.0009989999999999,3958,False,False
cruise,False,True,True,True,True,True,True,False,True,keep,0.000999,35440,False,False
change_to_right,False,False,False,False,False,False,True,True,True,keep,0.000999,2500,True,False
change_to_left,False,False,False,True,True,True,True,True,True,keep,0.0009989999999999,3215,True,False
keep,False,True,True,True,True,True,True,False,True,swerve_left,0.0010053923716434,378,False,False
keep,True,False,False,False,False,False,False,False,True,swerve_left,0.0010047030467815,0,False,False
keep,True,False,False,False,False,False,True,False,True,swerve_left,0.0010047030467815,0,False,False
keep,True,False,False,False,False,True,False,False,True,swerve_left,0.0010047030467815,22,False,False
keep,True,False,False,False,False,True,True,False,True,swerve_left,0.0010047030467815,97,False,False
keep,True,False,False,False,True,False,False,False,True,swerve_left,0.0010047030467815,36,False,False
keep,True,False,False,False,True,False,True,False,True,swerve_left,0.0010041898927369,0,False,False
keep,True,False,False,False,True,True,False,False,True,swerve_left,0.0010047030467815,1682,False,False
keep,True,False,False,False,True,True,True,False,True,swerve_left,0.0010047030467815,15919,False,False
keep,True,False,False,True,False,False,False,False,True,swerve_left,0.0010047030467815,1,False,False
change_to_right,False,False,True,False,False,False,False,True,True,keep,0.000999,2500,True,False
